epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-6.539832592010498,1,sbvi,0,4
500,-6.523238658905029,1,sbvi,0,4
1000,-6.507008075714111,1,sbvi,0,4
1500,-6.491015911102295,1,sbvi,0,4
2000,-6.475839614868164,1,sbvi,0,4
2500,-6.459422588348389,1,sbvi,0,4
3000,-6.4420647621154785,1,sbvi,0,4
3500,-6.427206516265869,1,sbvi,0,4
4000,-6.411212921142578,1,sbvi,0,4
4500,-6.393782138824463,1,sbvi,0,4
5000,-6.38002347946167,1,sbvi,0,4
5500,-6.364378929138184,1,sbvi,0,4
6000,-6.345203399658203,1,sbvi,0,4
6500,-6.332476615905762,1,sbvi,0,4
7000,-6.314162254333496,1,sbvi,0,4
7500,-6.300055027008057,1,sbvi,0,4
8000,-6.28633975982666,1,sbvi,0,4
8500,-6.268470764160156,1,sbvi,0,4
9000,-6.253037452697754,1,sbvi,0,4
9500,-6.237173080444336,1,sbvi,0,4
10000,-6.222419738769531,1,sbvi,0,4
10500,-6.2088541984558105,1,sbvi,0,4
11000,-6.190654754638672,1,sbvi,0,4
11500,-6.176147937774658,1,sbvi,0,4
12000,-6.162199020385742,1,sbvi,0,4
12500,-6.146141529083252,1,sbvi,0,4
13000,-6.130167007446289,1,sbvi,0,4
13500,-6.112802982330322,1,sbvi,0,4
14000,-6.098002910614014,1,sbvi,0,4
14500,-6.083571910858154,1,sbvi,0,4
15000,-6.068163871765137,1,sbvi,0,4
15500,-6.053585052490234,1,sbvi,0,4
16000,-6.042044162750244,1,sbvi,0,4
16500,-6.021968364715576,1,sbvi,0,4
17000,-6.010080337524414,1,sbvi,0,4
17500,-5.993066310882568,1,sbvi,0,4
18000,-5.979107856750488,1,sbvi,0,4
18500,-5.9649271965026855,1,sbvi,0,4
19000,-5.949814796447754,1,sbvi,0,4
19500,-5.933881759643555,1,sbvi,0,4
20000,-5.91868782043457,1,sbvi,0,4
20500,-5.903416633605957,1,sbvi,0,4
21000,-5.887571334838867,1,sbvi,0,4
21500,-5.876451015472412,1,sbvi,0,4
22000,-5.861042022705078,1,sbvi,0,4
22500,-5.842907905578613,1,sbvi,0,4
23000,-5.826591491699219,1,sbvi,0,4
23500,-5.814387798309326,1,sbvi,0,4
24000,-5.800772666931152,1,sbvi,0,4
24500,-5.786512851715088,1,sbvi,0,4
25000,-5.7710442543029785,1,sbvi,0,4
25500,-5.755154609680176,1,sbvi,0,4
26000,-5.744425296783447,1,sbvi,0,4
26500,-5.725944519042969,1,sbvi,0,4
27000,-5.710452079772949,1,sbvi,0,4
27500,-5.695022106170654,1,sbvi,0,4
28000,-5.684852123260498,1,sbvi,0,4
28500,-5.66991662979126,1,sbvi,0,4
29000,-5.655572414398193,1,sbvi,0,4
29500,-5.6422953605651855,1,sbvi,0,4
30000,-5.62327766418457,1,sbvi,0,4
30500,-5.611072063446045,1,sbvi,0,4
31000,-5.596299648284912,1,sbvi,0,4
31500,-5.581254959106445,1,sbvi,0,4
32000,-5.568704605102539,1,sbvi,0,4
32500,-5.5559186935424805,1,sbvi,0,4
33000,-5.538430213928223,1,sbvi,0,4
33500,-5.519499778747559,1,sbvi,0,4
34000,-5.507900238037109,1,sbvi,0,4
34500,-5.492743492126465,1,sbvi,0,4
35000,-5.483605861663818,1,sbvi,0,4
35500,-5.470902919769287,1,sbvi,0,4
36000,-5.454382419586182,1,sbvi,0,4
36500,-5.441229820251465,1,sbvi,0,4
37000,-5.423539161682129,1,sbvi,0,4
37500,-5.421032428741455,1,sbvi,0,4
38000,-5.396459579467773,1,sbvi,0,4
38500,-5.387158393859863,1,sbvi,0,4
39000,-5.367848873138428,1,sbvi,0,4
39500,-5.362573146820068,1,sbvi,0,4
40000,-5.343920707702637,1,sbvi,0,4
40500,-5.324975967407227,1,sbvi,0,4
41000,-5.314913749694824,1,sbvi,0,4
41500,-5.304675579071045,1,sbvi,0,4
42000,-5.284501075744629,1,sbvi,0,4
42500,-5.277798175811768,1,sbvi,0,4
43000,-5.2566986083984375,1,sbvi,0,4
43500,-5.2450361251831055,1,sbvi,0,4
44000,-5.228923320770264,1,sbvi,0,4
44500,-5.215713977813721,1,sbvi,0,4
45000,-5.204070091247559,1,sbvi,0,4
45500,-5.191152572631836,1,sbvi,0,4
46000,-5.182962894439697,1,sbvi,0,4
46500,-5.16192626953125,1,sbvi,0,4
47000,-5.148194313049316,1,sbvi,0,4
47500,-5.137787342071533,1,sbvi,0,4
