epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-114026.272,-8961423.36,-11893932.032,-9985317.888,-9247723.52,0.001,mfvi,0,10,0.5
5000,-211905.344,-5135016.96,-4725365.76,-7617300.48,-7540346.88,0.001,mfvi,0,10,0.5
10000,-48669.216,-4604408.832,-4636172.8,-7717642.24,-7726938.112,0.001,mfvi,0,10,0.5
15000,-32405.028,-4169252.864,-4527553.024,-7738392.576,-7772490.752,0.001,mfvi,0,10,0.5
20000,-71296.752,-3756435.968,-4422080.512,-7810564.096,-7831266.304,0.001,mfvi,0,10,0.5
25000,-91452.968,-3517343.488,-4309070.336,-7936121.856,-7922123.776,0.001,mfvi,0,10,0.5
30000,-68551.872,-3491592.192,-4226242.56,-8005107.2,-8026479.616,0.001,mfvi,0,10,0.5
35000,-59389.084,-3463702.528,-4101418.496,-8000932.864,-8102625.792,0.001,mfvi,0,10,0.5
40000,-55700.392,-3489126.4,-4087837.184,-8004373.504,-8115973.12,0.001,mfvi,0,10,0.5
45000,-50219.864,-3511166.976,-4070288.896,-8006162.944,-8149334.016,0.001,mfvi,0,10,0.5
50000,-48284.524,-3517517.056,-4040131.584,-8002084.864,-8160617.472,0.001,mfvi,0,10,0.5
55000,-45369.692,-3477765.12,-3944939.264,-7988871.68,-8155692.032,0.001,mfvi,0,10,0.5
60000,-45144.776,-3429724.672,-3865417.728,-7968264.704,-8173450.752,0.001,mfvi,0,10,0.5
65000,-44460.44,-3430544.896,-3860564.48,-7954978.816,-8161680.896,0.001,mfvi,0,10,0.5
70000,-42764.968,-3432969.984,-3854565.376,-7955192.832,-8188079.104,0.001,mfvi,0,10,0.5
75000,-40625.496,-3441878.016,-3848856.064,-7942023.168,-8200324.096,0.001,mfvi,0,10,0.5
80000,-40300.352,-3444929.792,-3844927.488,-7938141.184,-8200951.808,0.001,mfvi,0,10,0.5
85000,-37990.496,-3459934.464,-3844044.032,-7934235.648,-8246552.576,0.001,mfvi,0,10,0.5
90000,-36849.688,-3462405.12,-3838658.56,-7929040.896,-8294252.032,0.001,mfvi,0,10,0.5
95000,-34468.392,-3468388.608,-3830882.048,-7913800.704,-8319499.264,0.001,mfvi,0,10,0.5
100000,-33187.14,-3474820.608,-3815120.384,-7889707.008,-8336126.976,0.001,mfvi,0,10,0.5
105000,-32860.176,-3464430.08,-3802342.144,-7864864.768,-8347271.68,0.001,mfvi,0,10,0.5
110000,-31065.638,-3470516.48,-3797902.336,-7847969.792,-8304064.0,0.001,mfvi,0,10,0.5
115000,-30343.258,-3474870.272,-3794084.096,-7823461.888,-8224816.128,0.001,mfvi,0,10,0.5
120000,-27710.32,-3485088.256,-3789668.352,-7807539.2,-8196069.888,0.001,mfvi,0,10,0.5
125000,-26102.078,-3485661.696,-3780795.648,-7781056.0,-8154142.72,0.001,mfvi,0,10,0.5
130000,-24127.396,-3498538.496,-3773933.824,-7749184.0,-8132047.872,0.001,mfvi,0,10,0.5
135000,-22066.592,-3510136.32,-3770603.264,-7722062.336,-8100288.0,0.001,mfvi,0,10,0.5
140000,-20690.328,-3528634.624,-3769401.344,-7697181.696,-7985735.168,0.001,mfvi,0,10,0.5
145000,-19785.526,-3551363.072,-3764461.312,-7657724.928,-7856291.84,0.001,mfvi,0,10,0.5
150000,-19420.068,-3569320.448,-3757421.056,-7589831.168,-7742637.056,0.001,mfvi,0,10,0.5
155000,-22308.104,-3628887.552,-3759384.576,-7425802.24,-7539624.448,0.001,mfvi,0,10,0.5
160000,-46146.908,-3772335.872,-3781361.664,-7230163.968,-7310354.944,0.001,mfvi,0,10,0.5
165000,-61796.016,-3828647.936,-3776900.608,-7121246.72,-7182462.976,0.001,mfvi,0,10,0.5
170000,-66854.844,-3849717.76,-3771637.504,-7079640.064,-7113668.608,0.001,mfvi,0,10,0.5
175000,-74558.352,-3876147.968,-3757933.568,-7034252.288,-7067008.512,0.001,mfvi,0,10,0.5
180000,-78977.616,-3897776.896,-3752090.624,-6987082.752,-7014942.72,0.001,mfvi,0,10,0.5
185000,-93922.352,-3935020.8,-3748672.768,-6937074.688,-6957647.872,0.001,mfvi,0,10,0.5
190000,-118235.872,-3983207.936,-3747174.4,-6882194.944,-6886073.344,0.001,mfvi,0,10,0.5
195000,-149251.344,-4039443.968,-3747386.88,-6819536.896,-6768315.392,0.001,mfvi,0,10,0.5
200000,-176268.288,-4070833.152,-3739441.664,-6767860.224,-6651448.32,0.001,mfvi,0,10,0.5
