epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-1512.1331321021457,0.01,sbvi,0,50,4
500,-26.09298821528422,0.01,sbvi,0,50,4
1000,-20.465882014971953,0.01,sbvi,0,50,4
1500,-6.5495994454856366,0.01,sbvi,0,50,4
2000,-5.029764209871711,0.01,sbvi,0,50,4
2500,-4.037415326491677,0.01,sbvi,0,50,4
3000,-3.7076665089771224,0.01,sbvi,0,50,4
3500,-3.8189753176491736,0.01,sbvi,0,50,4
4000,-3.9810033817200408,0.01,sbvi,0,50,4
4500,-4.032395802831704,0.01,sbvi,0,50,4
5000,-3.9856720807169466,0.01,sbvi,0,50,4
5500,-3.874501856171761,0.01,sbvi,0,50,4
6000,-4.046427293358003,0.01,sbvi,0,50,4
6500,-3.9559047786664903,0.01,sbvi,0,50,4
7000,-3.9251940711622146,0.01,sbvi,0,50,4
7500,-4.113853402090915,0.01,sbvi,0,50,4
8000,-3.8794698288785527,0.01,sbvi,0,50,4
8500,-4.057252811002732,0.01,sbvi,0,50,4
