epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-29154366.0,1e-06,sbvi,0,64
10000,-22.870994567871094,1e-06,sbvi,0,64
20000,-278.29998779296875,1e-06,sbvi,0,64
30000,-22.563392639160156,1e-06,sbvi,0,64
