epoch,ood_ll_var_1,temperature,posterior_type,seed,n_train,frequency
89999,-614.5394750281873,0.0001,sbvi,0,4,0.25
90999,-611.654269644666,0.0001,sbvi,0,4,0.25
91999,-616.1949970761646,0.0001,sbvi,0,4,0.25
92999,-609.9908111203754,0.0001,sbvi,0,4,0.25
93999,-602.4764825651029,0.0001,sbvi,0,4,0.25
94999,-665.1799774851911,0.0001,sbvi,0,4,0.25
95999,-668.3226897897453,0.0001,sbvi,0,4,0.25
96999,-682.8932463644552,0.0001,sbvi,0,4,0.25
97999,-728.3136675758662,0.0001,sbvi,0,4,0.25
98999,-655.5367144969935,0.0001,sbvi,0,4,0.25
99999,-656.839538706467,0.0001,sbvi,0,4,0.25
100999,-649.0126860998131,0.0001,sbvi,0,4,0.25
101999,-658.1575947200251,0.0001,sbvi,0,4,0.25
102999,-645.8997328193893,0.0001,sbvi,0,4,0.25
103999,-656.1502937437748,0.0001,sbvi,0,4,0.25
104999,-638.4679955412224,0.0001,sbvi,0,4,0.25
105999,-655.838330092338,0.0001,sbvi,0,4,0.25
106999,-639.5411277530379,0.0001,sbvi,0,4,0.25
107999,-640.950373873111,0.0001,sbvi,0,4,0.25
108999,-646.3592554420848,0.0001,sbvi,0,4,0.25
109999,-623.5607425056523,0.0001,sbvi,0,4,0.25
110999,-605.001992546784,0.0001,sbvi,0,4,0.25
111999,-609.3616086897471,0.0001,sbvi,0,4,0.25
112999,-598.5471213285523,0.0001,sbvi,0,4,0.25
113999,-584.70431910501,0.0001,sbvi,0,4,0.25
114999,-585.5928958867279,0.0001,sbvi,0,4,0.25
115999,-581.5137187969268,0.0001,sbvi,0,4,0.25
116999,-617.9048834986032,0.0001,sbvi,0,4,0.25
117999,-632.5401789193359,0.0001,sbvi,0,4,0.25
118999,-639.4466700334347,0.0001,sbvi,0,4,0.25
119999,-638.4818733998849,0.0001,sbvi,0,4,0.25
120999,-632.9897465824298,0.0001,sbvi,0,4,0.25
121999,-625.0751649858637,0.0001,sbvi,0,4,0.25
122999,-651.4249543250794,0.0001,sbvi,0,4,0.25
123999,-657.5873584364292,0.0001,sbvi,0,4,0.25
124999,-648.4815593071678,0.0001,sbvi,0,4,0.25
125999,-658.7324539852526,0.0001,sbvi,0,4,0.25
126999,-678.8156215870829,0.0001,sbvi,0,4,0.25
127999,-666.8720632537659,0.0001,sbvi,0,4,0.25
128999,-672.1082215092769,0.0001,sbvi,0,4,0.25
129999,-701.3551987462125,0.0001,sbvi,0,4,0.25
130999,-677.4452376156142,0.0001,sbvi,0,4,0.25
131999,-685.3907911644585,0.0001,sbvi,0,4,0.25
132999,-650.392975154256,0.0001,sbvi,0,4,0.25
133999,-704.725047697647,0.0001,sbvi,0,4,0.25
134999,-688.3608683380531,0.0001,sbvi,0,4,0.25
135999,-689.187778746448,0.0001,sbvi,0,4,0.25
136999,-690.2642496013141,0.0001,sbvi,0,4,0.25
137999,-693.5408789713455,0.0001,sbvi,0,4,0.25
138999,-698.580598115002,0.0001,sbvi,0,4,0.25
139999,-712.4776453982366,0.0001,sbvi,0,4,0.25
140999,-691.8283705719931,0.0001,sbvi,0,4,0.25
141999,-700.5467344284505,0.0001,sbvi,0,4,0.25
142999,-705.6115150552199,0.0001,sbvi,0,4,0.25
143999,-729.5660069436957,0.0001,sbvi,0,4,0.25
144999,-719.7498794833157,0.0001,sbvi,0,4,0.25
145999,-713.9349793901922,0.0001,sbvi,0,4,0.25
146999,-654.8990405221956,0.0001,sbvi,0,4,0.25
147999,-661.9302070732024,0.0001,sbvi,0,4,0.25
148999,-668.0561503084925,0.0001,sbvi,0,4,0.25
149999,-664.2730125494093,0.0001,sbvi,0,4,0.25
150999,-637.8609672546152,0.0001,sbvi,0,4,0.25
151999,-639.5844044210359,0.0001,sbvi,0,4,0.25
152999,-628.3796420926822,0.0001,sbvi,0,4,0.25
153999,-621.1345709393075,0.0001,sbvi,0,4,0.25
154999,-597.1536078377034,0.0001,sbvi,0,4,0.25
155999,-580.9415407870913,0.0001,sbvi,0,4,0.25
156999,-566.6605591588213,0.0001,sbvi,0,4,0.25
157999,-564.5327960222468,0.0001,sbvi,0,4,0.25
158999,-540.344181096878,0.0001,sbvi,0,4,0.25
159999,-571.8157660172966,0.0001,sbvi,0,4,0.25
160999,-597.7846927614971,0.0001,sbvi,0,4,0.25
161999,-608.7549534497984,0.0001,sbvi,0,4,0.25
162999,-593.3785304131693,0.0001,sbvi,0,4,0.25
163999,-603.9558449598181,0.0001,sbvi,0,4,0.25
164999,-604.7602229874625,0.0001,sbvi,0,4,0.25
165999,-567.7745893477228,0.0001,sbvi,0,4,0.25
166999,-585.2931462251697,0.0001,sbvi,0,4,0.25
167999,-584.1946711948673,0.0001,sbvi,0,4,0.25
168999,-585.2377074364906,0.0001,sbvi,0,4,0.25
169999,-596.5132001560003,0.0001,sbvi,0,4,0.25
170999,-606.2992980608548,0.0001,sbvi,0,4,0.25
171999,-560.9831033321211,0.0001,sbvi,0,4,0.25
172999,-549.4663820008626,0.0001,sbvi,0,4,0.25
173999,-556.5624684612053,0.0001,sbvi,0,4,0.25
174999,-559.3041721704877,0.0001,sbvi,0,4,0.25
175999,-546.091287454057,0.0001,sbvi,0,4,0.25
176999,-531.9817524380077,0.0001,sbvi,0,4,0.25
177999,-554.8099650402997,0.0001,sbvi,0,4,0.25
178999,-542.7977770412319,0.0001,sbvi,0,4,0.25
179999,-537.4496117253727,0.0001,sbvi,0,4,0.25
180999,-535.9008456998808,0.0001,sbvi,0,4,0.25
181999,-527.0613579579447,0.0001,sbvi,0,4,0.25
182999,-510.77907452904583,0.0001,sbvi,0,4,0.25
183999,-517.0412125304352,0.0001,sbvi,0,4,0.25
184999,-509.5184663174221,0.0001,sbvi,0,4,0.25
185999,-516.5755536292467,0.0001,sbvi,0,4,0.25
186999,-506.22043493720514,0.0001,sbvi,0,4,0.25
187999,-505.4376457350876,0.0001,sbvi,0,4,0.25
188999,-498.713905394179,0.0001,sbvi,0,4,0.25
189999,-497.489612541196,0.0001,sbvi,0,4,0.25
190999,-487.44536860501,0.0001,sbvi,0,4,0.25
191999,-488.12002884906025,0.0001,sbvi,0,4,0.25
192999,-487.439547147895,0.0001,sbvi,0,4,0.25
193999,-495.2014164315304,0.0001,sbvi,0,4,0.25
194999,-479.39563531261604,0.0001,sbvi,0,4,0.25
195999,-478.713469368868,0.0001,sbvi,0,4,0.25
196999,-486.1208578595738,0.0001,sbvi,0,4,0.25
197999,-475.80855682374477,0.0001,sbvi,0,4,0.25
198999,-477.3882343769253,0.0001,sbvi,0,4,0.25
199999,-461.6463228738004,0.0001,sbvi,0,4,0.25
200999,-438.91324584751624,0.0001,sbvi,0,4,0.25
201999,-419.97123845313826,0.0001,sbvi,0,4,0.25
202999,-386.8528594808193,0.0001,sbvi,0,4,0.25
203999,-373.1073192783184,0.0001,sbvi,0,4,0.25
204999,-381.57081307154937,0.0001,sbvi,0,4,0.25
205999,-367.0062760905004,0.0001,sbvi,0,4,0.25
206999,-353.19750508605597,0.0001,sbvi,0,4,0.25
207999,-351.85386019222955,0.0001,sbvi,0,4,0.25
208999,-346.84023696583256,0.0001,sbvi,0,4,0.25
209999,-352.77181021337094,0.0001,sbvi,0,4,0.25
210999,-342.60533251937244,0.0001,sbvi,0,4,0.25
211999,-349.4630948759957,0.0001,sbvi,0,4,0.25
212999,-335.5056651953608,0.0001,sbvi,0,4,0.25
213999,-327.56502125677633,0.0001,sbvi,0,4,0.25
214999,-326.72792438938717,0.0001,sbvi,0,4,0.25
215999,-323.15923816889887,0.0001,sbvi,0,4,0.25
216999,-296.3585375982969,0.0001,sbvi,0,4,0.25
217999,-332.4171911298217,0.0001,sbvi,0,4,0.25
218999,-332.52504312376806,0.0001,sbvi,0,4,0.25
219999,-328.7589801505122,0.0001,sbvi,0,4,0.25
220999,-331.65820106034164,0.0001,sbvi,0,4,0.25
221999,-322.51726274384544,0.0001,sbvi,0,4,0.25
222999,-321.2259813980345,0.0001,sbvi,0,4,0.25
223999,-338.3482185816816,0.0001,sbvi,0,4,0.25
224999,-339.52099338896096,0.0001,sbvi,0,4,0.25
225999,-348.8761854699273,0.0001,sbvi,0,4,0.25
226999,-335.51605058173703,0.0001,sbvi,0,4,0.25
227999,-345.1675096270932,0.0001,sbvi,0,4,0.25
228999,-344.9799635856885,0.0001,sbvi,0,4,0.25
229999,-335.8179704237805,0.0001,sbvi,0,4,0.25
230999,-319.8612876025026,0.0001,sbvi,0,4,0.25
231999,-323.82478015849193,0.0001,sbvi,0,4,0.25
232999,-316.1721080567455,0.0001,sbvi,0,4,0.25
233999,-307.99450676124553,0.0001,sbvi,0,4,0.25
234999,-302.9117386265806,0.0001,sbvi,0,4,0.25
235999,-306.6291452931031,0.0001,sbvi,0,4,0.25
236999,-295.6193739695079,0.0001,sbvi,0,4,0.25
237999,-292.30411147395324,0.0001,sbvi,0,4,0.25
238999,-274.0455523099963,0.0001,sbvi,0,4,0.25
239999,-316.6270110829199,0.0001,sbvi,0,4,0.25
240999,-298.35236043727883,0.0001,sbvi,0,4,0.25
241999,-311.73826019752613,0.0001,sbvi,0,4,0.25
242999,-287.3242346734995,0.0001,sbvi,0,4,0.25
243999,-300.76852161947755,0.0001,sbvi,0,4,0.25
244999,-289.2577710210483,0.0001,sbvi,0,4,0.25
245999,-279.5249132026174,0.0001,sbvi,0,4,0.25
246999,-287.9570841560155,0.0001,sbvi,0,4,0.25
247999,-290.32763188083356,0.0001,sbvi,0,4,0.25
248999,-295.0509094874415,0.0001,sbvi,0,4,0.25
249999,-270.1652051217864,0.0001,sbvi,0,4,0.25
250999,-278.0033772898353,0.0001,sbvi,0,4,0.25
251999,-273.3866362136498,0.0001,sbvi,0,4,0.25
252999,-282.55116921942505,0.0001,sbvi,0,4,0.25
253999,-278.0607580723357,0.0001,sbvi,0,4,0.25
254999,-296.68641721879453,0.0001,sbvi,0,4,0.25
255999,-271.11376195041834,0.0001,sbvi,0,4,0.25
256999,-282.4259674103586,0.0001,sbvi,0,4,0.25
257999,-267.48305946875774,0.0001,sbvi,0,4,0.25
258999,-280.360573477899,0.0001,sbvi,0,4,0.25
259999,-286.9210343179427,0.0001,sbvi,0,4,0.25
260999,-288.72240783035136,0.0001,sbvi,0,4,0.25
261999,-293.4974915227748,0.0001,sbvi,0,4,0.25
262999,-283.45887475800845,0.0001,sbvi,0,4,0.25
263999,-304.45965370062356,0.0001,sbvi,0,4,0.25
264999,-288.47868765888376,0.0001,sbvi,0,4,0.25
265999,-269.3916568770535,0.0001,sbvi,0,4,0.25
266999,-271.3504953325677,0.0001,sbvi,0,4,0.25
267999,-287.3704446717003,0.0001,sbvi,0,4,0.25
268999,-280.20286708690736,0.0001,sbvi,0,4,0.25
269999,-273.17361016996904,0.0001,sbvi,0,4,0.25
270999,-281.24535152324324,0.0001,sbvi,0,4,0.25
271999,-271.72317850723016,0.0001,sbvi,0,4,0.25
272999,-286.436697904869,0.0001,sbvi,0,4,0.25
273999,-274.21963961898945,0.0001,sbvi,0,4,0.25
274999,-252.961247334584,0.0001,sbvi,0,4,0.25
275999,-256.4973231649901,0.0001,sbvi,0,4,0.25
276999,-268.0270617342468,0.0001,sbvi,0,4,0.25
277999,-268.56747562310295,0.0001,sbvi,0,4,0.25
278999,-238.9227902916558,0.0001,sbvi,0,4,0.25
279999,-236.74989319198863,0.0001,sbvi,0,4,0.25
280999,-250.9517200852748,0.0001,sbvi,0,4,0.25
281999,-249.06498765285943,0.0001,sbvi,0,4,0.25
282999,-244.71113104567257,0.0001,sbvi,0,4,0.25
283999,-243.72459812687515,0.0001,sbvi,0,4,0.25
284999,-258.7195698585903,0.0001,sbvi,0,4,0.25
285999,-246.77103807470195,0.0001,sbvi,0,4,0.25
286999,-259.3744307157456,0.0001,sbvi,0,4,0.25
287999,-244.96931536288227,0.0001,sbvi,0,4,0.25
288999,-227.20167327591048,0.0001,sbvi,0,4,0.25
289999,-231.628423673913,0.0001,sbvi,0,4,0.25
290999,-223.64437186142618,0.0001,sbvi,0,4,0.25
291999,-235.10143149949207,0.0001,sbvi,0,4,0.25
292999,-220.8130797497385,0.0001,sbvi,0,4,0.25
293999,-228.4264441989645,0.0001,sbvi,0,4,0.25
294999,-227.1374651707563,0.0001,sbvi,0,4,0.25
295999,-243.33853454981633,0.0001,sbvi,0,4,0.25
296999,-233.07107031619782,0.0001,sbvi,0,4,0.25
297999,-234.94600002800348,0.0001,sbvi,0,4,0.25
298999,-239.8319395693619,0.0001,sbvi,0,4,0.25
299999,-257.40905138104876,0.0001,sbvi,0,4,0.25
300999,-229.22908798164082,0.0001,sbvi,0,4,0.25
301999,-230.86897027522002,0.0001,sbvi,0,4,0.25
302999,-229.79945631813345,0.0001,sbvi,0,4,0.25
303999,-245.24611027184733,0.0001,sbvi,0,4,0.25
304999,-248.06440062724698,0.0001,sbvi,0,4,0.25
305999,-258.8936292346775,0.0001,sbvi,0,4,0.25
306999,-266.5715676719489,0.0001,sbvi,0,4,0.25
307999,-258.51678234542214,0.0001,sbvi,0,4,0.25
308999,-254.62499492795266,0.0001,sbvi,0,4,0.25
309999,-266.264752695755,0.0001,sbvi,0,4,0.25
310999,-254.3380207773623,0.0001,sbvi,0,4,0.25
311999,-260.86845775925053,0.0001,sbvi,0,4,0.25
312999,-262.00268772027493,0.0001,sbvi,0,4,0.25
313999,-254.64919500714424,0.0001,sbvi,0,4,0.25
314999,-264.50142068510434,0.0001,sbvi,0,4,0.25
315999,-257.81857099589286,0.0001,sbvi,0,4,0.25
316999,-257.5144841265223,0.0001,sbvi,0,4,0.25
317999,-264.41204505805365,0.0001,sbvi,0,4,0.25
318999,-292.5409544244881,0.0001,sbvi,0,4,0.25
319999,-300.0334303674925,0.0001,sbvi,0,4,0.25
320999,-298.5176833444445,0.0001,sbvi,0,4,0.25
321999,-315.6006978604202,0.0001,sbvi,0,4,0.25
322999,-302.9329636904313,0.0001,sbvi,0,4,0.25
323999,-303.4909902800685,0.0001,sbvi,0,4,0.25
324999,-314.7797091331148,0.0001,sbvi,0,4,0.25
325999,-309.6350501885529,0.0001,sbvi,0,4,0.25
326999,-319.1523550476577,0.0001,sbvi,0,4,0.25
327999,-316.22939120152955,0.0001,sbvi,0,4,0.25
328999,-337.53251469365534,0.0001,sbvi,0,4,0.25
329999,-335.76624982513187,0.0001,sbvi,0,4,0.25
330999,-344.90398735607283,0.0001,sbvi,0,4,0.25
331999,-345.57130222334365,0.0001,sbvi,0,4,0.25
332999,-348.7496956442334,0.0001,sbvi,0,4,0.25
333999,-365.0176259634409,0.0001,sbvi,0,4,0.25
334999,-376.40181708497073,0.0001,sbvi,0,4,0.25
335999,-372.06869153724284,0.0001,sbvi,0,4,0.25
336999,-377.60759212340497,0.0001,sbvi,0,4,0.25
337999,-388.6284365411393,0.0001,sbvi,0,4,0.25
338999,-387.617176677721,0.0001,sbvi,0,4,0.25
339999,-405.9808521288502,0.0001,sbvi,0,4,0.25
340999,-414.0401061813752,0.0001,sbvi,0,4,0.25
341999,-408.82331545627767,0.0001,sbvi,0,4,0.25
