epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train,frequency
0,-543.6135,1,sbvi,0,1000,0.5
500,0.00455242919921875,1,sbvi,0,1000,0.5
1000,-0.6479564208984375,1,sbvi,0,1000,0.5
1500,-1.5175875244140624,1,sbvi,0,1000,0.5
2000,-3.214261962890625,1,sbvi,0,1000,0.5
2500,-2.958087646484375,1,sbvi,0,1000,0.5
3000,-4.63334765625,1,sbvi,0,1000,0.5
3500,-3.795029296875,1,sbvi,0,1000,0.5
4000,-4.86665283203125,1,sbvi,0,1000,0.5
4500,-3.914510498046875,1,sbvi,0,1000,0.5
5000,-5.45855419921875,1,sbvi,0,1000,0.5
