epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-189977.856,-186357.824,-300374.784,-14169278.464,-1595663712.256,1,sbvi,0,100,1.0
10000,0.872099853515625,-1.40310791015625,-11.4124833984375,-136824.768,-25756280.832,1,sbvi,0,100,1.0
20000,-0.0872862548828125,-0.9146929931640625,-16.45687109375,-57886.48,-11663134.72,1,sbvi,0,100,1.0
30000,0.9083621826171875,-0.15957716369628908,-12.104740234375,-18029.384,-3453058.048,1,sbvi,0,100,1.0
40000,0.6803750610351562,0.80697998046875,-2.81906640625,-1840.799375,-332324.64,1,sbvi,0,100,1.0
50000,-1.157009033203125,-2.463142578125,-7.68802734375,-718.8964375,-92067.184,1,sbvi,0,100,1.0
60000,-6.13031103515625,-6.0205048828125,-12.2956064453125,-800.60625,-110766.976,1,sbvi,0,100,1.0
70000,-6.055728515625,-5.6383466796875,-12.8245224609375,-966.801875,-134610.976,1,sbvi,0,100,1.0
80000,-6.13532470703125,-5.6673134765625,-13.082884765625,-959.89725,-133930.248,1,sbvi,0,100,1.0
90000,-6.09698583984375,-5.69633154296875,-12.815140625,-947.365625,-133654.016,1,sbvi,0,100,1.0
100000,-7.0399052734375,-6.4707431640625,-13.398783203125,-962.011125,-134053.032,1,sbvi,0,100,1.0
110000,-6.03933935546875,-5.627974609375,-12.9319794921875,-949.2195,-131364.512,1,sbvi,0,100,1.0
