epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-19.13632975393976,-282.6410969247569,1,sbvi,0,64,1
19999,-20.967083221473498,-933.6421588088182,1,sbvi,0,64,1
29999,-18.430431060185867,-936.8162496728219,1,sbvi,0,64,1
30000,-21.335737705093205,-976.4303477634847,1,sbvi,0,64,1
