epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-21.252579768291604,1,sbvi,0,4
500,-37.604634010700465,1,sbvi,0,4
1000,-25.42162445834293,1,sbvi,0,4
1500,-5.458346877306184,1,sbvi,0,4
2000,-20.72358695014694,1,sbvi,0,4
2500,-35.19332342833296,1,sbvi,0,4
3000,-27.945014169762004,1,sbvi,0,4
3500,-55.64089687866925,1,sbvi,0,4
4000,-25.046997231258405,1,sbvi,0,4
4500,-34.597070365263846,1,sbvi,0,4
5000,-40.44230648625675,1,sbvi,0,4
5500,-28.173906221123616,1,sbvi,0,4
6000,-33.0830495242756,1,sbvi,0,4
