epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-21.315453112082224,-11805.538867007917,0.01,sbvi,0,64,1
19999,-7.402610614322979,-2312.13441003491,0.01,sbvi,0,64,1
29999,-7.150697098356095,-1414.9819144878288,0.01,sbvi,0,64,1
30000,-8.937824524027157,-1456.6443056071616,0.01,sbvi,0,64,1
