epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-48.63483571941701,-1462.530843601539,1,sbvi,0,64,1
19999,-26.023396442817457,-453.73236286636046,1,sbvi,0,64,1
29999,-27.829584845533596,-123.33403476007062,1,sbvi,0,64,1
30000,-25.352668131329484,-108.34809739214244,1,sbvi,0,64,1
