epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-106.9176254272461,1,sbvi,0,4
500,-1.4827020168304443,1,sbvi,0,4
1000,-1.4382907152175903,1,sbvi,0,4
1500,0.846497118473053,1,sbvi,0,4
2000,0.9375742673873901,1,sbvi,0,4
2500,0.9707943201065063,1,sbvi,0,4
3000,1.0366662740707397,1,sbvi,0,4
3500,0.7521029710769653,1,sbvi,0,4
4000,0.755729079246521,1,sbvi,0,4
4500,0.8717493414878845,1,sbvi,0,4
5000,0.7946823835372925,1,sbvi,0,4
5500,0.855821430683136,1,sbvi,0,4
6000,0.958401083946228,1,sbvi,0,4
6500,0.800934910774231,1,sbvi,0,4
7000,0.7700725793838501,1,sbvi,0,4
7500,0.9467458724975586,1,sbvi,0,4
8000,0.6236481070518494,1,sbvi,0,4
8500,0.989276647567749,1,sbvi,0,4
9000,0.9478375315666199,1,sbvi,0,4
9500,0.9702455401420593,1,sbvi,0,4
