epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-1.6647142028808595,1,mfvi,0,100
10000,-1.6749845886230468,1,mfvi,0,100
20000,-1.6763314819335937,1,mfvi,0,100
30000,-1.6777348327636719,1,mfvi,0,100
40000,-1.6750057983398436,1,mfvi,0,100
50000,-1.6769020080566406,1,mfvi,0,100
60000,-1.6788835144042968,1,mfvi,0,100
70000,-1.6726797485351563,1,mfvi,0,100
80000,-1.679749755859375,1,mfvi,0,100
90000,-1.6771701049804688,1,mfvi,0,100
100000,-1.677456817626953,1,mfvi,0,100
110000,-1.6766729736328125,1,mfvi,0,100
120000,-1.6768864440917968,1,mfvi,0,100
130000,-1.6775013732910156,1,mfvi,0,100
140000,-1.678309783935547,1,mfvi,0,100
150000,-1.678092498779297,1,mfvi,0,100
160000,-1.6729168701171875,1,mfvi,0,100
