epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-351.7450948160332,-4691.2337274614465,1,sbvi,0,64,1
19999,-219.7934109125546,-3479.7852616708537,1,sbvi,0,64,1
29999,-131.2038074260836,-1290.7568853230196,1,sbvi,0,64,1
30000,-69.03160161209706,-1766.4086687003519,1,sbvi,0,64,1
