epoch,ood_ll_var_1,temperature,posterior_type,seed,n_train,frequency
999,-1.9731598286089035e+26,0.0001,sbvi,0,4,0.25
1999,-5.980560646002231e+24,0.0001,sbvi,0,4,0.25
