epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-61578.568,-57421.352,-162126.752,-16775102.464,-1696126730.24,1,sbvi,0,1000,1.0
10000,0.8756510620117187,0.8134521484375,0.16999191284179688,-9085.834,-1646088.192,1,sbvi,0,1000,1.0
20000,0.8695170288085937,0.3428386840820313,-4.4526328125,-87.7803515625,-10864.816,1,sbvi,0,1000,1.0
30000,0.7037603759765625,0.5101334533691406,-4.53981787109375,-250.085125,-36943.636,1,sbvi,0,1000,1.0
40000,0.6712360229492188,0.4626845092773437,-4.55010302734375,-239.241921875,-35315.912,1,sbvi,0,1000,1.0
50000,0.723600830078125,0.5288286743164062,-4.5382744140625,-244.719453125,-35984.704,1,sbvi,0,1000,1.0
60000,0.7074141845703125,0.5059544982910156,-4.53957568359375,-241.1603125,-35582.148,1,sbvi,0,1000,1.0
70000,0.7272119750976562,0.54395556640625,-4.5618056640625,-237.7739375,-35080.48,1,sbvi,0,1000,1.0
80000,0.72546435546875,0.5282532958984375,-4.540853515625,-242.82484375,-35736.588,1,sbvi,0,1000,1.0
90000,0.7145863647460937,0.5269693603515625,-4.5509521484375,-238.761515625,-35164.544,1,sbvi,0,1000,1.0
