epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-312908.544,-329781.312,-240203.696,-272084.8,-271082.432,0.0001,mfvi,1,10,2
5000,-355.34565625,-692.3415,-4592.995,-12169.711,-15612.747,0.0001,mfvi,1,10,2
10000,-361.31853125,-668.4475625,-4714.72,-12235.562,-15625.443,0.0001,mfvi,1,10,2
15000,-362.77734375,-649.3855625,-4687.944,-12350.054,-15016.674,0.0001,mfvi,1,10,2
20000,-349.49346875,-624.7585625,-4624.3805,-12128.246,-14713.989,0.0001,mfvi,1,10,2
25000,-342.89575,-596.1938125,-4521.886,-11669.349,-14093.805,0.0001,mfvi,1,10,2
30000,-312.02834375,-535.5414375,-4411.73,-11356.091,-14408.009,0.0001,mfvi,1,10,2
35000,-284.86628125,-485.92890625,-4317.6855,-11176.16,-14686.733,0.0001,mfvi,1,10,2
40000,-289.2975625,-474.5105625,-4250.549,-11209.051,-13622.872,0.0001,mfvi,1,10,2
45000,-281.74190625,-456.78915625,-4186.891,-11199.694,-14391.393,0.0001,mfvi,1,10,2
50000,-257.33065625,-430.72521875,-4147.78475,-11180.938,-14595.986,0.0001,mfvi,1,10,2
55000,-263.7838125,-427.214625,-4117.621,-11189.007,-14926.687,0.0001,mfvi,1,10,2
60000,-269.6509375,-427.1494375,-4085.69675,-11231.333,-15332.348,0.0001,mfvi,1,10,2
65000,-267.12178125,-424.1415,-4050.9105,-11214.41,-14536.907,0.0001,mfvi,1,10,2
70000,-257.242671875,-421.87684375,-4026.0585,-11305.946,-14023.763,0.0001,mfvi,1,10,2
75000,-267.50521875,-434.96884375,-4013.2165,-11243.534,-13585.088,0.0001,mfvi,1,10,2
80000,-261.1745,-425.25059375,-4002.60825,-11079.16,-13156.445,0.0001,mfvi,1,10,2
85000,-251.564625,-414.5489375,-3975.6405,-11088.776,-13062.002,0.0001,mfvi,1,10,2
90000,-233.21509375,-400.19428125,-3945.29075,-10977.605,-11757.345,0.0001,mfvi,1,10,2
95000,-212.436421875,-385.57275,-3913.7695,-10833.402,-11842.656,0.0001,mfvi,1,10,2
100000,-221.589390625,-396.19415625,-3861.093,-10800.601,-12097.842,0.0001,mfvi,1,10,2
