epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,seed,n_train,frequency
80000,-4.445169921875,-6.6976650390625,-3271.195,-4077318.912,-4818400.256,0,1000,1.0
