epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-143.96249279043258,0.0001,sbvi,0,50,4
500,-26.046250887947497,0.0001,sbvi,0,50,4
1000,-25.698471249779896,0.0001,sbvi,0,50,4
1500,-26.137725467085108,0.0001,sbvi,0,50,4
2000,-25.51780061051277,0.0001,sbvi,0,50,4
2500,-25.121807135176876,0.0001,sbvi,0,50,4
3000,-28.738171266115184,0.0001,sbvi,0,50,4
3500,-27.137335316154672,0.0001,sbvi,0,50,4
4000,-26.677855899872814,0.0001,sbvi,0,50,4
4500,-26.5688436879106,0.0001,sbvi,0,50,4
5000,-26.476493736773584,0.0001,sbvi,0,50,4
5500,-26.127445765293,0.0001,sbvi,0,50,4
6000,-25.825571068484308,0.0001,sbvi,0,50,4
6500,-25.572121242449445,0.0001,sbvi,0,50,4
7000,-24.90308234077646,0.0001,sbvi,0,50,4
7500,-24.263587087247057,0.0001,sbvi,0,50,4
8000,-24.722040472885134,0.0001,sbvi,0,50,4
8500,-21.517941554064937,0.0001,sbvi,0,50,4
9000,-19.58453996847338,0.0001,sbvi,0,50,4
9500,-15.728660175591997,0.0001,sbvi,0,50,4
10000,-20.200279454092364,0.0001,sbvi,0,50,4
10500,-11.110761721258095,0.0001,sbvi,0,50,4
11000,-9.05936371909616,0.0001,sbvi,0,50,4
11500,-6.369246636304743,0.0001,sbvi,0,50,4
12000,-5.250325627103572,0.0001,sbvi,0,50,4
12500,-4.935702620081963,0.0001,sbvi,0,50,4
13000,-12.224670554387941,0.0001,sbvi,0,50,4
13500,-9.037835261330544,0.0001,sbvi,0,50,4
14000,-7.005929570692478,0.0001,sbvi,0,50,4
14500,-6.247785637469147,0.0001,sbvi,0,50,4
15000,-5.758169085108704,0.0001,sbvi,0,50,4
15500,-5.473439157218076,0.0001,sbvi,0,50,4
16000,-15.662394687103713,0.0001,sbvi,0,50,4
16500,-5.282353420479823,0.0001,sbvi,0,50,4
17000,-5.263121288315571,0.0001,sbvi,0,50,4
17500,-4.936558770009142,0.0001,sbvi,0,50,4
18000,-6.894418909533299,0.0001,sbvi,0,50,4
18500,-6.587300013907532,0.0001,sbvi,0,50,4
19000,-4.5776508317919316,0.0001,sbvi,0,50,4
19500,-4.537944390628742,0.0001,sbvi,0,50,4
20000,-4.394165083544337,0.0001,sbvi,0,50,4
20500,-7.3850963492946216,0.0001,sbvi,0,50,4
21000,-5.649322190848294,0.0001,sbvi,0,50,4
21500,-4.7865696761945,0.0001,sbvi,0,50,4
22000,-4.380645514077461,0.0001,sbvi,0,50,4
22500,-4.113619324979025,0.0001,sbvi,0,50,4
23000,-3.834216768730549,0.0001,sbvi,0,50,4
23500,-5.8276098720686536,0.0001,sbvi,0,50,4
24000,-4.119974774639996,0.0001,sbvi,0,50,4
24500,-3.7398631642495705,0.0001,sbvi,0,50,4
25000,-3.6204395585998475,0.0001,sbvi,0,50,4
25500,-3.71181139989507,0.0001,sbvi,0,50,4
26000,-3.647649293963201,0.0001,sbvi,0,50,4
26500,-4.074547394579701,0.0001,sbvi,0,50,4
27000,-4.091800466593038,0.0001,sbvi,0,50,4
27500,-4.135936089579312,0.0001,sbvi,0,50,4
28000,-3.9947600729547346,0.0001,sbvi,0,50,4
28500,-3.874949309216234,0.0001,sbvi,0,50,4
29000,-8.307151389733772,0.0001,sbvi,0,50,4
29500,-5.954859464967056,0.0001,sbvi,0,50,4
30000,-4.570023201882479,0.0001,sbvi,0,50,4
30500,-4.206110060373523,0.0001,sbvi,0,50,4
31000,-3.9765917896202363,0.0001,sbvi,0,50,4
31500,-3.8140061189917924,0.0001,sbvi,0,50,4
32000,-3.603853323885212,0.0001,sbvi,0,50,4
32500,-3.6144722773654836,0.0001,sbvi,0,50,4
33000,-3.5403184017823173,0.0001,sbvi,0,50,4
33500,-4.693975369973645,0.0001,sbvi,0,50,4
34000,-3.3114279296364804,0.0001,sbvi,0,50,4
34500,-3.3112209486580646,0.0001,sbvi,0,50,4
35000,-3.422407807391256,0.0001,sbvi,0,50,4
35500,-3.341285635700449,0.0001,sbvi,0,50,4
36000,-5.133613748216964,0.0001,sbvi,0,50,4
36500,-4.3284988424741355,0.0001,sbvi,0,50,4
37000,-3.9484558750222343,0.0001,sbvi,0,50,4
37500,-3.799311173905868,0.0001,sbvi,0,50,4
38000,-3.750403220399524,0.0001,sbvi,0,50,4
38500,-3.6795497477362047,0.0001,sbvi,0,50,4
39000,-3.0002061511821476,0.0001,sbvi,0,50,4
39500,-3.097959200253872,0.0001,sbvi,0,50,4
40000,-3.0577736419585855,0.0001,sbvi,0,50,4
40500,-3.0961933465335405,0.0001,sbvi,0,50,4
41000,-3.0412245500289945,0.0001,sbvi,0,50,4
41500,-3.2623783617337714,0.0001,sbvi,0,50,4
42000,-3.0407504648728407,0.0001,sbvi,0,50,4
42500,-3.1792510234043374,0.0001,sbvi,0,50,4
43000,-3.686399377968852,0.0001,sbvi,0,50,4
43500,-3.2588668703097055,0.0001,sbvi,0,50,4
44000,-3.7890272774133593,0.0001,sbvi,0,50,4
44500,-3.680341609104386,0.0001,sbvi,0,50,4
45000,-3.5752608402237414,0.0001,sbvi,0,50,4
45500,-3.720045393205673,0.0001,sbvi,0,50,4
46000,-3.6672733232794434,0.0001,sbvi,0,50,4
46500,-3.4935043569498556,0.0001,sbvi,0,50,4
47000,-4.159071771582726,0.0001,sbvi,0,50,4
47500,-3.38495848416621,0.0001,sbvi,0,50,4
48000,-3.9205220634543765,0.0001,sbvi,0,50,4
48500,-3.8353903733626704,0.0001,sbvi,0,50,4
49000,-3.7846784049977567,0.0001,sbvi,0,50,4
49500,-3.5738464931956653,0.0001,sbvi,0,50,4
50000,-3.5224859134242097,0.0001,sbvi,0,50,4
50500,-3.547268645215465,0.0001,sbvi,0,50,4
51000,-3.6469812291830914,0.0001,sbvi,0,50,4
51500,-16.83390844262578,0.0001,sbvi,0,50,4
52000,-6.785645346839103,0.0001,sbvi,0,50,4
52500,-5.017094750873497,0.0001,sbvi,0,50,4
53000,-4.343718378117781,0.0001,sbvi,0,50,4
53500,-3.9322294089472307,0.0001,sbvi,0,50,4
54000,-3.6447109116898146,0.0001,sbvi,0,50,4
54500,-3.508458675848224,0.0001,sbvi,0,50,4
55000,-3.397227222841949,0.0001,sbvi,0,50,4
55500,-3.3794364999088664,0.0001,sbvi,0,50,4
56000,-3.310915641550997,0.0001,sbvi,0,50,4
56500,-3.328815887489674,0.0001,sbvi,0,50,4
57000,-3.345627355027886,0.0001,sbvi,0,50,4
57500,-3.352972932240386,0.0001,sbvi,0,50,4
58000,-3.335655426063202,0.0001,sbvi,0,50,4
58500,-3.3016450848344197,0.0001,sbvi,0,50,4
59000,-3.346371347745156,0.0001,sbvi,0,50,4
59500,-3.354693933896725,0.0001,sbvi,0,50,4
60000,-3.21639476793364,0.0001,sbvi,0,50,4
60500,-3.2111018753977567,0.0001,sbvi,0,50,4
61000,-3.3230409090905835,0.0001,sbvi,0,50,4
61500,-5.711108566819645,0.0001,sbvi,0,50,4
62000,-3.2754176497038934,0.0001,sbvi,0,50,4
62500,-3.2572476072708625,0.0001,sbvi,0,50,4
63000,-3.20258048506284,0.0001,sbvi,0,50,4
63500,-3.344576994785,0.0001,sbvi,0,50,4
64000,-3.780384375465561,0.0001,sbvi,0,50,4
64500,-3.317983516321891,0.0001,sbvi,0,50,4
65000,-7.1879376333389144,0.0001,sbvi,0,50,4
65500,-3.72046185547005,0.0001,sbvi,0,50,4
66000,-3.516754552972403,0.0001,sbvi,0,50,4
66500,-3.504203161113099,0.0001,sbvi,0,50,4
67000,-3.5139337767760255,0.0001,sbvi,0,50,4
67500,-3.8457173272592824,0.0001,sbvi,0,50,4
68000,-3.496906990549121,0.0001,sbvi,0,50,4
68500,-3.397300054095935,0.0001,sbvi,0,50,4
69000,-3.470438564946792,0.0001,sbvi,0,50,4
69500,-3.5364666292720877,0.0001,sbvi,0,50,4
70000,-3.6055937387549326,0.0001,sbvi,0,50,4
70500,-3.5745418810262035,0.0001,sbvi,0,50,4
71000,-3.5846532786944847,0.0001,sbvi,0,50,4
