epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-2616136.704,-4163299.584,-6126047.232,-8116091.392,-7767080.96,0.0001,mfvi,1,10,2
5000,-2011743.232,-1469210.496,-3219313.92,-7531096.576,-7275618.304,0.0001,mfvi,1,10,2
10000,-1806803.712,-1326219.648,-3099951.616,-7597509.12,-7272103.424,0.0001,mfvi,1,10,2
15000,-1730398.72,-1304313.6,-3035623.424,-7612238.848,-7317271.552,0.0001,mfvi,1,10,2
20000,-1209888.64,-1105671.04,-2955773.696,-7567542.784,-7368288.256,0.0001,mfvi,1,10,2
25000,-959817.344,-987207.872,-2887426.816,-7508642.304,-7365592.576,0.0001,mfvi,1,10,2
30000,-927180.288,-974389.12,-2844879.36,-7391033.344,-7256569.856,0.0001,mfvi,1,10,2
35000,-940528.064,-997734.208,-2792691.712,-7337287.168,-7200150.528,0.0001,mfvi,1,10,2
40000,-934899.264,-1019868.288,-2748301.056,-7242155.008,-7124233.728,0.0001,mfvi,1,10,2
45000,-947948.032,-1046208.704,-2686868.736,-7128864.768,-7012607.488,0.0001,mfvi,1,10,2
50000,-951651.968,-1045133.76,-2633994.24,-7065994.752,-6948868.608,0.0001,mfvi,1,10,2
55000,-974026.944,-1062291.264,-2593449.728,-7002825.216,-6915780.096,0.0001,mfvi,1,10,2
60000,-977492.8,-1063536.768,-2565598.72,-6969098.752,-6865206.272,0.0001,mfvi,1,10,2
65000,-979586.624,-1063512.64,-2556217.6,-6943006.208,-6854571.52,0.0001,mfvi,1,10,2
70000,-991936.832,-1071801.472,-2546009.856,-6917265.92,-6850441.728,0.0001,mfvi,1,10,2
75000,-1010376.128,-1082516.352,-2540421.632,-6895251.456,-6809842.176,0.0001,mfvi,1,10,2
80000,-1011046.016,-1080258.944,-2536292.352,-6856546.816,-6797882.88,0.0001,mfvi,1,10,2
85000,-1034101.824,-1093947.904,-2533080.32,-6831993.856,-6811909.12,0.0001,mfvi,1,10,2
90000,-1023501.76,-1086714.368,-2525069.312,-6802224.64,-6814346.752,0.0001,mfvi,1,10,2
95000,-1049052.992,-1101602.816,-2521517.568,-6785214.976,-6776795.648,0.0001,mfvi,1,10,2
100000,-1046492.992,-1098950.656,-2512594.688,-6763952.128,-6733905.408,0.0001,mfvi,1,10,2
