epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-44.99269787145443,1e-06,sbvi,0,64
10000,0.8323916568283942,1e-06,sbvi,0,64
20000,0.8323858761437848,1e-06,sbvi,0,64
30000,0.8323911068167392,1e-06,sbvi,0,64
