epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-355.4634765625,1,sbvi,0,100
10000,-2.8297509765625,1,sbvi,0,100
20000,-1.7811602783203124,1,sbvi,0,100
30000,-1.6678250122070313,1,sbvi,0,100
40000,-1.6779594421386719,1,sbvi,0,100
50000,-1.6807772827148437,1,sbvi,0,100
60000,-1.6759013366699218,1,sbvi,0,100
70000,-1.6882171630859375,1,sbvi,0,100
80000,-1.67009765625,1,sbvi,0,100
90000,-1.673778076171875,1,sbvi,0,100
100000,-1.6741677856445312,1,sbvi,0,100
110000,-1.6639352416992188,1,sbvi,0,100
120000,-1.6700138854980469,1,sbvi,0,100
130000,-1.681382293701172,1,sbvi,0,100
140000,-1.687333526611328,1,sbvi,0,100
150000,-1.679042510986328,1,sbvi,0,100
160000,-1.6821279907226563,1,sbvi,0,100
170000,-1.684958953857422,1,sbvi,0,100
180000,-1.702968292236328,1,sbvi,0,100
190000,-1.6736289978027343,1,sbvi,0,100
200000,-1.684324951171875,1,sbvi,0,100
210000,-1.666267852783203,1,sbvi,0,100
220000,-1.6855711364746093,1,sbvi,0,100
230000,-1.6797450256347657,1,sbvi,0,100
240000,-1.6768353271484375,1,sbvi,0,100
250000,-1.6820684814453124,1,sbvi,0,100
260000,-1.687603759765625,1,sbvi,0,100
270000,-1.6723736572265624,1,sbvi,0,100
280000,-1.6857984924316407,1,sbvi,0,100
290000,-1.676620635986328,1,sbvi,0,100
300000,-1.6846124267578124,1,sbvi,0,100
310000,-1.6970761108398438,1,sbvi,0,100
320000,-1.6731613159179688,1,sbvi,0,100
330000,-1.6690986633300782,1,sbvi,0,100
340000,-1.6696412658691406,1,sbvi,0,100
350000,-1.6934539794921875,1,sbvi,0,100
