epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-276.97525711106834,-5715.937241888748,1,mfvi,0,64,1
19999,-339.87568543022064,-2761.4202857902037,1,mfvi,0,64,1
29999,-355.1433759126964,-1997.5000538945005,1,mfvi,0,64,1
30000,-484.56297437504026,-3734.42912333412,1,mfvi,0,64,1
