epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-64.74225725770384,1,sbvi,0,4,4
500,-45.07556154232458,1,sbvi,0,4,4
1000,-44.41070877316551,1,sbvi,0,4,4
1500,-45.734845571406105,1,sbvi,0,4,4
2000,-44.84289887099497,1,sbvi,0,4,4
2500,-43.67620429930094,1,sbvi,0,4,4
3000,-43.9357437018728,1,sbvi,0,4,4
3500,-41.799714472810685,1,sbvi,0,4,4
4000,-42.7657631494235,1,sbvi,0,4,4
4500,-41.33301943991885,1,sbvi,0,4,4
5000,-41.11468474326987,1,sbvi,0,4,4
5500,-42.641357543017584,1,sbvi,0,4,4
6000,-41.2040027745315,1,sbvi,0,4,4
6500,-40.769779670762986,1,sbvi,0,4,4
7000,-39.84633701714892,1,sbvi,0,4,4
