epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train,frequency
0,-51765.6,0.001,sbvi,0,4,2
10000,-553.301125,0.001,sbvi,0,4,2
20000,-550.5005,0.001,sbvi,0,4,2
30000,-529.528125,0.001,sbvi,0,4,2
