epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-5708034.56,-4846883.328,-2713739.264,-1558824.96,-1512086.272,1.0,mfvi,0,1000,8
5000,-3.26154931640625,-3.1122978515625,-324.69225,-344145.728,-435925.216,1.0,mfvi,0,1000,8
10000,-5.5054345703125,-6.008525390625,-180.7546875,-246168.192,-310323.68,1.0,mfvi,0,1000,8
15000,0.3500432739257813,-2.0224423828125,-89.88459375,-147630.288,-174202.752,1.0,mfvi,0,1000,8
20000,-3.28668017578125,-3.422646728515625,-70.546453125,-74612.48,-88101.184,1.0,mfvi,0,1000,8
25000,-13.2897080078125,-14.167763671875,-36.75865234375,-33769.68,-38284.784,1.0,mfvi,0,1000,8
30000,-2.407827392578125,-2.07497900390625,-16.683736328125,-11933.836,-11378.081,1.0,mfvi,0,1000,8
35000,-0.6301148681640625,0.28769094848632815,-3.064403076171875,-2287.8955,-2500.3015,1.0,mfvi,0,1000,8
40000,0.201606201171875,-0.21775752258300782,-2.65765234375,-378.4789375,-343.466625,1.0,mfvi,0,1000,8
45000,0.20626651000976562,0.20734439086914064,-2.058418701171875,-127.911671875,-101.73371875,1.0,mfvi,0,1000,8
50000,0.7919854736328125,0.5494139404296875,-0.9738372802734375,-70.462078125,-70.429453125,1.0,mfvi,0,1000,8
55000,-0.14056097412109375,-0.8747855224609375,-1.6174527587890626,-79.800921875,-60.6071640625,1.0,mfvi,0,1000,8
60000,0.47981695556640624,0.001731342315673828,0.022253923416137696,-20.957513671875,-49.50269140625,1.0,mfvi,0,1000,8
65000,0.7468043212890625,0.49657363891601564,0.5135118408203125,-3.871636962890625,-34.21812890625,1.0,mfvi,0,1000,8
70000,-0.516778564453125,0.08039029693603515,0.28518994140625,-2.31584375,-23.014947265625,1.0,mfvi,0,1000,8
75000,0.596057861328125,0.36838641357421875,0.5429718017578125,-2.0918466796875,-25.278009765625,1.0,mfvi,0,1000,8
80000,0.63656396484375,0.7151703491210938,0.6091691284179688,-1.488129150390625,-23.90284375,1.0,mfvi,0,1000,8
85000,0.8445125122070313,0.5239091796875,0.50177294921875,-2.10749169921875,-27.50513671875,1.0,mfvi,0,1000,8
90000,0.8471669921875,0.48463351440429686,0.45198046875,-1.3440380859375,-22.531947265625,1.0,mfvi,0,1000,8
95000,0.7009931640625,0.668742431640625,0.5313011474609375,-3.56388232421875,-29.9617734375,1.0,mfvi,0,1000,8
100000,0.6538314208984375,0.725319091796875,0.4867239990234375,-1.910899658203125,-22.736609375,1.0,mfvi,0,1000,8
105000,0.21509617614746093,0.386087646484375,0.4406197814941406,-5.17046728515625,-31.6778671875,1.0,mfvi,0,1000,8
110000,0.8400650024414062,0.7505205078125,0.655849609375,-0.9809110107421875,-21.023841796875,1.0,mfvi,0,1000,8
115000,0.74697998046875,0.6073021240234375,0.6083965454101562,-1.8707667236328125,-23.972962890625,1.0,mfvi,0,1000,8
120000,0.7055861206054688,0.6606292724609375,0.5514996337890625,-2.187449951171875,-23.476265625,1.0,mfvi,0,1000,8
125000,0.7738841552734375,0.598766357421875,0.5172501831054688,-3.353896240234375,-24.3011171875,1.0,mfvi,0,1000,8
130000,0.7500626831054688,0.7369678955078125,0.5566138916015625,-3.0754658203125,-25.10451171875,1.0,mfvi,0,1000,8
135000,0.8818187866210937,0.6593948364257812,0.5333531494140625,-4.3866357421875,-30.66994140625,1.0,mfvi,0,1000,8
140000,0.7585693969726562,0.7425907592773437,0.5597694702148438,-1.19353466796875,-20.43425,1.0,mfvi,0,1000,8
145000,0.8360447998046875,0.5182260131835937,0.2320447998046875,-1.1580877685546875,-20.254533203125,1.0,mfvi,0,1000,8
150000,0.7922962646484375,0.48282208251953124,0.5401531982421875,-1.53407666015625,-21.82780859375,1.0,mfvi,0,1000,8
155000,0.6238135986328125,0.4578614501953125,0.45874481201171874,-3.736859375,-27.663037109375,1.0,mfvi,0,1000,8
160000,0.7215133666992187,0.7492564697265625,0.581911865234375,-1.533515380859375,-21.995861328125,1.0,mfvi,0,1000,8
