epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-50.01069140625,1,mfvi,0,1000
10000,-5.3619345703125,1,mfvi,0,1000
20000,0.33706500244140625,1,mfvi,0,1000
30000,0.8401633911132812,1,mfvi,0,1000
40000,0.8767591552734375,1,mfvi,0,1000
50000,0.8717201538085938,1,mfvi,0,1000
60000,0.87665771484375,1,mfvi,0,1000
70000,0.8660399169921875,1,mfvi,0,1000
80000,0.8722786865234375,1,mfvi,0,1000
90000,0.86608349609375,1,mfvi,0,1000
100000,0.86215869140625,1,mfvi,0,1000
110000,0.8655071411132812,1,mfvi,0,1000
120000,0.8629129638671875,1,mfvi,0,1000
130000,0.8604706420898437,1,mfvi,0,1000
140000,0.8602225952148438,1,mfvi,0,1000
