epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-17.256431579589844,1,sbvi,0,4
500,-12.557160377502441,1,sbvi,0,4
1000,-8.89603042602539,1,sbvi,0,4
1500,-6.038820743560791,1,sbvi,0,4
2000,-3.8908793926239014,1,sbvi,0,4
2500,-2.4893412590026855,1,sbvi,0,4
3000,-1.3545877933502197,1,sbvi,0,4
3500,-0.6542004942893982,1,sbvi,0,4
4000,-0.1719304919242859,1,sbvi,0,4
4500,0.09470508247613907,1,sbvi,0,4
5000,0.29910746216773987,1,sbvi,0,4
5500,0.3736511468887329,1,sbvi,0,4
6000,0.44471657276153564,1,sbvi,0,4
6500,0.5974524617195129,1,sbvi,0,4
7000,0.6562355160713196,1,sbvi,0,4
7500,0.7647249698638916,1,sbvi,0,4
8000,0.7607988715171814,1,sbvi,0,4
8500,0.7494962811470032,1,sbvi,0,4
9000,0.8169222474098206,1,sbvi,0,4
9500,0.7996845841407776,1,sbvi,0,4
10000,0.8513866662979126,1,sbvi,0,4
10500,0.7380301356315613,1,sbvi,0,4
11000,0.8755341172218323,1,sbvi,0,4
11500,0.6584141850471497,1,sbvi,0,4
12000,0.7776997089385986,1,sbvi,0,4
12500,0.5951899886131287,1,sbvi,0,4
13000,0.4262615144252777,1,sbvi,0,4
13500,0.7447779774665833,1,sbvi,0,4
14000,0.6600455641746521,1,sbvi,0,4
14500,0.8283197283744812,1,sbvi,0,4
15000,0.5026528835296631,1,sbvi,0,4
15500,0.7134525775909424,1,sbvi,0,4
16000,0.6570248603820801,1,sbvi,0,4
16500,0.5937883257865906,1,sbvi,0,4
17000,0.3730802536010742,1,sbvi,0,4
17500,0.12408886104822159,1,sbvi,0,4
18000,0.30753397941589355,1,sbvi,0,4
18500,-0.28913599252700806,1,sbvi,0,4
19000,0.40825533866882324,1,sbvi,0,4
19500,0.3817356824874878,1,sbvi,0,4
20000,-0.20004574954509735,1,sbvi,0,4
20500,-0.10090207308530807,1,sbvi,0,4
21000,0.03808363527059555,1,sbvi,0,4
21500,0.3161003589630127,1,sbvi,0,4
22000,0.45017075538635254,1,sbvi,0,4
22500,0.0543636679649353,1,sbvi,0,4
23000,0.11956241726875305,1,sbvi,0,4
23500,0.40611663460731506,1,sbvi,0,4
24000,0.23985548317432404,1,sbvi,0,4
24500,0.1520494520664215,1,sbvi,0,4
25000,0.24169319868087769,1,sbvi,0,4
25500,-0.18975865840911865,1,sbvi,0,4
26000,-0.017220191657543182,1,sbvi,0,4
26500,0.5069018006324768,1,sbvi,0,4
27000,0.17999601364135742,1,sbvi,0,4
27500,-0.35948944091796875,1,sbvi,0,4
28000,0.5085257291793823,1,sbvi,0,4
28500,-0.4072917401790619,1,sbvi,0,4
29000,0.19696179032325745,1,sbvi,0,4
29500,-0.20069845020771027,1,sbvi,0,4
30000,0.07424207031726837,1,sbvi,0,4
30500,0.3257424831390381,1,sbvi,0,4
31000,-0.5918558835983276,1,sbvi,0,4
31500,-0.16646146774291992,1,sbvi,0,4
32000,0.10158807039260864,1,sbvi,0,4
32500,0.17142967879772186,1,sbvi,0,4
33000,0.36060625314712524,1,sbvi,0,4
33500,-0.33666130900382996,1,sbvi,0,4
34000,0.1284729689359665,1,sbvi,0,4
34500,-0.6323429346084595,1,sbvi,0,4
35000,-0.34548139572143555,1,sbvi,0,4
