epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-2150969.6,-1974665.984,-2538648.32,-76051161.088,-6992602071.04,1,sbvi,0,100,1.0
10000,-143.844125,-168.314484375,-708.71475,-447459.008,-181403287.552,1,sbvi,0,100,1.0
20000,-15.771240234375,-30.81617578125,-84.7543125,-284380.672,-105783885.824,1,sbvi,0,100,1.0
30000,-64.2894296875,-82.0116953125,-393.8433125,-321115.776,-134813949.952,1,sbvi,0,100,1.0
40000,-1.2840902099609375,-4.13025537109375,-69.021171875,-353930.656,-125549559.808,1,sbvi,0,100,1.0
50000,-46.48278125,-51.452546875,-151.778609375,-734881.728,-193201635.328,1,sbvi,0,100,1.0
60000,-3.202815673828125,-5.01970751953125,-37.90740234375,-667569.28,-157868294.144,1,sbvi,0,100,1.0
70000,-7.84116650390625,-11.86537890625,-87.4874765625,-762173.888,-120654716.928,1,sbvi,0,100,1.0
80000,-17.908701171875,-29.281921875,-156.56475,-168984.784,-24732872.704,1,sbvi,0,100,1.0
90000,0.28759228515625,-0.16488162231445314,-11.9989404296875,-8084.285,-2968498.688,1,sbvi,0,100,1.0
100000,-58.55355859375,-42.70484375,-25.136439453125,-342.84021875,-54596.496,1,sbvi,0,100,1.0
110000,-57.100140625,-42.3724140625,-25.83991796875,-227.60403125,-27455.442,1,sbvi,0,100,1.0
120000,-58.440046875,-43.9174140625,-25.28534765625,-91.4223125,-8583.6,1,sbvi,0,100,1.0
130000,-57.95003125,-44.05275,-25.2432265625,-85.1130390625,-7980.403,1,sbvi,0,100,1.0
140000,-57.213859375,-43.227296875,-25.12997265625,-84.278578125,-7717.436,1,sbvi,0,100,1.0
150000,-58.0545703125,-43.500953125,-25.17541796875,-85.4189375,-7749.551,1,sbvi,0,100,1.0
160000,-58.25091796875,-43.5040703125,-25.34134765625,-85.735578125,-8331.4455,1,sbvi,0,100,1.0
170000,-59.41870703125,-44.661953125,-25.37411328125,-93.2130390625,-8775.573,1,sbvi,0,100,1.0
180000,-58.85170703125,-44.3235390625,-25.44866015625,-97.12271875,-8739.163,1,sbvi,0,100,1.0
190000,-57.45292578125,-42.93990625,-25.1028125,-82.62775,-7438.602,1,sbvi,0,100,1.0
200000,-58.32111328125,-43.876734375,-25.29858984375,-86.7406484375,-8127.799,1,sbvi,0,100,1.0
210000,-59.16659375,-44.73693359375,-25.418083984375,-95.8731796875,-9095.777,1,sbvi,0,100,1.0
220000,-58.735984375,-44.34248046875,-25.3321953125,-93.355171875,-8888.5,1,sbvi,0,100,1.0
230000,-58.1986875,-43.9342109375,-25.26832421875,-91.0302734375,-8277.0225,1,sbvi,0,100,1.0
240000,-56.2472890625,-41.90853515625,-25.0212109375,-77.320265625,-7047.775,1,sbvi,0,100,1.0
250000,-57.9184296875,-43.307703125,-25.16643359375,-81.544609375,-6822.852,1,sbvi,0,100,1.0
260000,-58.86061328125,-44.4163984375,-25.33484765625,-92.9668359375,-8013.6725,1,sbvi,0,100,1.0
