epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-39572.456,-1019440.064,-12642584.576,-17587531.776,-19100565.504,1,mfvi,0,8,1.0
5000,-1232721.152,-2857166.848,-3528947.2,-11989849.088,-13981123.584,1,mfvi,0,8,1.0
10000,-956061.056,-2456181.504,-2773209.856,-10313721.856,-14193129.472,1,mfvi,0,8,1.0
15000,-1400901.76,-2674063.616,-2264895.744,-8359773.696,-10819052.544,1,mfvi,0,8,1.0
20000,-2555582.72,-3578977.024,-2464035.328,-7750518.272,-8587472.896,1,mfvi,0,8,1.0
25000,-2320878.592,-3277965.312,-2134326.528,-7310722.048,-7107574.784,1,mfvi,0,8,1.0
30000,-1356350.464,-2310925.824,-1772065.536,-5555620.864,-5986856.96,1,mfvi,0,8,1.0
35000,-1001667.328,-1868679.68,-1722155.776,-4986225.664,-5035560.96,1,mfvi,0,8,1.0
40000,-829323.072,-1600397.056,-1625923.584,-3457321.216,-3823399.424,1,mfvi,0,8,1.0
45000,-562984.128,-1310775.04,-1502439.424,-3462917.888,-3522767.104,1,mfvi,0,8,1.0
50000,-459730.4,-1154392.32,-1287253.632,-3208504.32,-2477217.536,1,mfvi,0,8,1.0
55000,-427122.08,-988273.536,-1051668.48,-2608926.208,-2204154.368,1,mfvi,0,8,1.0
60000,-369318.048,-809554.304,-850442.304,-1802569.856,-1469336.704,1,mfvi,0,8,1.0
65000,-225611.52,-585990.656,-652697.408,-1606056.832,-1306656.384,1,mfvi,0,8,1.0
70000,-162034.88,-458727.168,-502433.376,-1460204.288,-956002.112,1,mfvi,0,8,1.0
75000,-108465.544,-343734.784,-390249.408,-1134602.112,-885097.6,1,mfvi,0,8,1.0
80000,-118209.48,-281021.088,-307039.52,-1388982.528,-628756.224,1,mfvi,0,8,1.0
