epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-1539.3110404032234,0.0001,sbvi,0,50,4
500,-24.637024483428576,0.0001,sbvi,0,50,4
1000,-22.651294114232932,0.0001,sbvi,0,50,4
1500,-17.452064773837353,0.0001,sbvi,0,50,4
2000,-7.0990799694996385,0.0001,sbvi,0,50,4
2500,-4.162418320038088,0.0001,sbvi,0,50,4
3000,-4.42179393498452,0.0001,sbvi,0,50,4
3500,-4.330524526635773,0.0001,sbvi,0,50,4
4000,-4.259517698003881,0.0001,sbvi,0,50,4
4500,-9.31592062310208,0.0001,sbvi,0,50,4
5000,-5.765725927577662,0.0001,sbvi,0,50,4
5500,-4.724246136543357,0.0001,sbvi,0,50,4
6000,-4.078677086986412,0.0001,sbvi,0,50,4
6500,-3.969355423761534,0.0001,sbvi,0,50,4
7000,-3.7961225716154234,0.0001,sbvi,0,50,4
7500,-3.792525653846386,0.0001,sbvi,0,50,4
8000,-3.643728291632161,0.0001,sbvi,0,50,4
8500,-3.503109945280563,0.0001,sbvi,0,50,4
9000,-3.7508087003620134,0.0001,sbvi,0,50,4
9500,-3.642710709062599,0.0001,sbvi,0,50,4
10000,-3.744297924292331,0.0001,sbvi,0,50,4
10500,-3.845084821806279,0.0001,sbvi,0,50,4
11000,-3.7380558765539322,0.0001,sbvi,0,50,4
11500,-3.957951534527925,0.0001,sbvi,0,50,4
12000,-4.056440427495799,0.0001,sbvi,0,50,4
12500,-4.146898654144897,0.0001,sbvi,0,50,4
13000,-4.325904852952088,0.0001,sbvi,0,50,4
13500,-4.0241890013389074,0.0001,sbvi,0,50,4
14000,-4.8248642537056945,0.0001,sbvi,0,50,4
14500,-4.269162115792562,0.0001,sbvi,0,50,4
15000,-4.393186287961975,0.0001,sbvi,0,50,4
15500,-4.349372135924631,0.0001,sbvi,0,50,4
16000,-4.277369928046181,0.0001,sbvi,0,50,4
16500,-4.204603138301867,0.0001,sbvi,0,50,4
17000,-8.961096031632339,0.0001,sbvi,0,50,4
17500,-5.765650689111564,0.0001,sbvi,0,50,4
18000,-4.600715131602926,0.0001,sbvi,0,50,4
18500,-4.1305321063206035,0.0001,sbvi,0,50,4
19000,-4.198374543214564,0.0001,sbvi,0,50,4
19500,-3.981471289183446,0.0001,sbvi,0,50,4
20000,-3.8969008277162644,0.0001,sbvi,0,50,4
20500,-4.134812548347842,0.0001,sbvi,0,50,4
21000,-4.05403504284537,0.0001,sbvi,0,50,4
21500,-4.061629800610873,0.0001,sbvi,0,50,4
22000,-4.196416980193227,0.0001,sbvi,0,50,4
22500,-4.083291685960678,0.0001,sbvi,0,50,4
23000,-4.092380496597787,0.0001,sbvi,0,50,4
23500,-4.196681355643295,0.0001,sbvi,0,50,4
24000,-4.138549736042292,0.0001,sbvi,0,50,4
24500,-4.087198641099742,0.0001,sbvi,0,50,4
25000,-4.117485120343697,0.0001,sbvi,0,50,4
25500,-4.097624473399129,0.0001,sbvi,0,50,4
26000,-4.180052768791682,0.0001,sbvi,0,50,4
26500,-4.108862433093875,0.0001,sbvi,0,50,4
27000,-4.229696991450618,0.0001,sbvi,0,50,4
27500,-4.012138314028796,0.0001,sbvi,0,50,4
28000,-4.1606061947810895,0.0001,sbvi,0,50,4
28500,-4.677281819438878,0.0001,sbvi,0,50,4
29000,-8.003155361153933,0.0001,sbvi,0,50,4
29500,-5.623434781004435,0.0001,sbvi,0,50,4
30000,-4.61153471252629,0.0001,sbvi,0,50,4
30500,-4.060960107569977,0.0001,sbvi,0,50,4
31000,-3.759812344763765,0.0001,sbvi,0,50,4
31500,-3.554330231510042,0.0001,sbvi,0,50,4
32000,-3.476827614109509,0.0001,sbvi,0,50,4
