epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-16257.722437192615,0.001,sbvi,0,50,4
500,-26.06896973636455,0.001,sbvi,0,50,4
1000,-25.07730511243281,0.001,sbvi,0,50,4
1500,-18.989455021293246,0.001,sbvi,0,50,4
2000,-14.627363842765252,0.001,sbvi,0,50,4
2500,-8.623403816598529,0.001,sbvi,0,50,4
3000,-5.652194868371342,0.001,sbvi,0,50,4
3500,-11.089545186583436,0.001,sbvi,0,50,4
4000,-3.7153961087755953,0.001,sbvi,0,50,4
4500,-3.6451629526257143,0.001,sbvi,0,50,4
5000,-3.9302077640890025,0.001,sbvi,0,50,4
5500,-46.45360511356411,0.001,sbvi,0,50,4
6000,-37.34432478881209,0.001,sbvi,0,50,4
