epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-273.8317077850164,-25557.3550078299,1,sbvi,0,64,1
19999,-260.2421717996152,-9390.570469943632,1,sbvi,0,64,1
29999,-205.1096595198706,-3455.328820048372,1,sbvi,0,64,1
30000,-165.1636503481473,-3180.91417165362,1,sbvi,0,64,1
