epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-181.58437066855106,1,sbvi,0,128,1
500,-103.38445149778764,1,sbvi,0,128,1
1000,-76.29007024930357,1,sbvi,0,128,1
1500,-58.568809339517294,1,sbvi,0,128,1
2000,-53.852658806791254,1,sbvi,0,128,1
2500,-37.93484156613373,1,sbvi,0,128,1
3000,-34.88538366118624,1,sbvi,0,128,1
3500,-37.290289743677185,1,sbvi,0,128,1
4000,-36.45829555040042,1,sbvi,0,128,1
4500,-33.86099789382317,1,sbvi,0,128,1
5000,-29.051179462896858,1,sbvi,0,128,1
5500,-33.125074993860224,1,sbvi,0,128,1
6000,-35.719472960743076,1,sbvi,0,128,1
6500,-30.744382499948276,1,sbvi,0,128,1
7000,-32.801857551704714,1,sbvi,0,128,1
7500,-30.39894464521487,1,sbvi,0,128,1
8000,-32.81696569778481,1,sbvi,0,128,1
8500,-37.99009657400655,1,sbvi,0,128,1
9000,-32.7906317892579,1,sbvi,0,128,1
9500,-30.229537516363553,1,sbvi,0,128,1
10000,-30.647196655095648,1,sbvi,0,128,1
10500,-31.205142010760913,1,sbvi,0,128,1
11000,-31.679372663228815,1,sbvi,0,128,1
11500,-30.997737283007076,1,sbvi,0,128,1
12000,-31.218030318187616,1,sbvi,0,128,1
12500,-30.227788603714117,1,sbvi,0,128,1
13000,-31.276940422766007,1,sbvi,0,128,1
13500,-30.684259608454063,1,sbvi,0,128,1
14000,-30.09298092094756,1,sbvi,0,128,1
14500,-29.77712647864582,1,sbvi,0,128,1
15000,-30.880492179325675,1,sbvi,0,128,1
15500,-29.70291538158938,1,sbvi,0,128,1
16000,-29.870787555307995,1,sbvi,0,128,1
16500,-29.428753528801884,1,sbvi,0,128,1
17000,-29.576128105684628,1,sbvi,0,128,1
17500,-28.52702711448299,1,sbvi,0,128,1
18000,-29.721270631123673,1,sbvi,0,128,1
18500,-30.883851074158382,1,sbvi,0,128,1
19000,-31.535102126343844,1,sbvi,0,128,1
19500,-30.206163694649106,1,sbvi,0,128,1
20000,-28.95908284809483,1,sbvi,0,128,1
20500,-29.967319713459045,1,sbvi,0,128,1
21000,-30.768742152991916,1,sbvi,0,128,1
