epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-1317926.272,-6417108.48,-8256414.208,-5968820.736,-5264395.264,0.0001,mfvi,1,1000,0.25
5000,-89.0420703125,-389.775625,-16704.949,-3771487.488,-4508686.336,0.0001,mfvi,1,1000,0.25
10000,-12.6416865234375,-115.203046875,-15714.467,-3762865.92,-4499727.36,0.0001,mfvi,1,1000,0.25
15000,-23.520783203125,-66.91928125,-15773.216,-3722470.144,-4495869.952,0.0001,mfvi,1,1000,0.25
20000,-16.701841796875,-47.9613125,-15661.382,-3710968.32,-4494559.744,0.0001,mfvi,1,1000,0.25
25000,-18.759701171875,-51.38280859375,-15579.334,-3716665.6,-4563774.464,0.0001,mfvi,1,1000,0.25
30000,-14.9918896484375,-51.44158203125,-15562.152,-3721551.872,-4574086.656,0.0001,mfvi,1,1000,0.25
35000,-16.2953720703125,-54.9699453125,-15536.355,-3722009.088,-4548837.888,0.0001,mfvi,1,1000,0.25
40000,-20.31725,-61.90789453125,-15510.647,-3724542.72,-4536472.064,0.0001,mfvi,1,1000,0.25
45000,-12.9134638671875,-58.66349609375,-15514.636,-3728456.192,-4507119.104,0.0001,mfvi,1,1000,0.25
50000,-12.2199697265625,-62.572671875,-15487.467,-3730509.824,-4481034.24,0.0001,mfvi,1,1000,0.25
55000,-13.173470703125,-64.64638671875,-15462.895,-3731527.424,-4449005.568,0.0001,mfvi,1,1000,0.25
60000,-18.487494140625,-70.5880625,-15438.787,-3733550.08,-4421319.68,0.0001,mfvi,1,1000,0.25
65000,-12.0319306640625,-66.815390625,-15383.887,-3732134.144,-4392189.952,0.0001,mfvi,1,1000,0.25
70000,-18.117369140625,-74.1399296875,-15339.65,-3732185.856,-4363022.336,0.0001,mfvi,1,1000,0.25
75000,-28.79259765625,-84.8763984375,-15294.261,-3730900.736,-4340167.168,0.0001,mfvi,1,1000,0.25
80000,-12.5815654296875,-71.8510546875,-15281.663,-3729571.328,-4317583.872,0.0001,mfvi,1,1000,0.25
85000,-23.5123125,-81.9926640625,-15246.02,-3727954.944,-4293566.464,0.0001,mfvi,1,1000,0.25
90000,-17.655982421875,-79.092671875,-15217.158,-3726612.736,-4271280.128,0.0001,mfvi,1,1000,0.25
95000,-19.368990234375,-81.4992578125,-15189.785,-3725100.288,-4251494.912,0.0001,mfvi,1,1000,0.25
100000,-13.1586708984375,-74.81178125,-15156.857,-3722703.104,-4230844.928,0.0001,mfvi,1,1000,0.25
