epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-2054.8863175494407,1,sbvi,0,4
500,-534.8101315229268,1,sbvi,0,4
1000,-332.68941688969767,1,sbvi,0,4
1500,-336.4784098472768,1,sbvi,0,4
2000,-203.4803839337115,1,sbvi,0,4
2500,-94.05983510654201,1,sbvi,0,4
3000,-84.78698139239543,1,sbvi,0,4
3500,-104.7501562999716,1,sbvi,0,4
4000,-64.81669141703631,1,sbvi,0,4
4500,-77.3774212414849,1,sbvi,0,4
5000,-47.992820698338406,1,sbvi,0,4
5500,-83.37595068040369,1,sbvi,0,4
6000,-61.78960158107415,1,sbvi,0,4
6500,-116.34541000031248,1,sbvi,0,4
7000,-27.49009342841927,1,sbvi,0,4
