epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-4491564.032,-4192916.48,-4601268.736,-8270380.544,-8977496.064,0.0001,mfvi,1,100,0.25
5000,-89.6905703125,-1978.05475,-397736.32,-6010425.344,-7981919.744,0.0001,mfvi,1,100,0.25
10000,-61.00861328125,-1849.38325,-400116.864,-5922759.168,-8048969.216,0.0001,mfvi,1,100,0.25
15000,-53.9767734375,-1749.42975,-401516.384,-5917975.04,-8378716.672,0.0001,mfvi,1,100,0.25
20000,-29.324150390625,-1788.922625,-402615.136,-5913205.248,-8369450.496,0.0001,mfvi,1,100,0.25
25000,-30.455357421875,-1774.043875,-405349.696,-5901538.816,-8389441.024,0.0001,mfvi,1,100,0.25
30000,-38.096625,-1744.91475,-409798.784,-5892469.248,-8396716.032,0.0001,mfvi,1,100,0.25
35000,-43.99046484375,-1738.412875,-413320.896,-5905630.72,-8556263.936,0.0001,mfvi,1,100,0.25
40000,-28.645603515625,-1783.729375,-417432.48,-5923799.552,-8513296.896,0.0001,mfvi,1,100,0.25
45000,-32.899875,-1766.950625,-422306.976,-5952512.512,-8458634.752,0.0001,mfvi,1,100,0.25
50000,-32.80940625,-1764.734875,-427907.328,-5969930.24,-8545292.8,0.0001,mfvi,1,100,0.25
55000,-30.330935546875,-1776.998,-434745.632,-5983782.912,-8682474.496,0.0001,mfvi,1,100,0.25
60000,-45.32867578125,-1745.21425,-439234.784,-5993512.96,-8727148.544,0.0001,mfvi,1,100,0.25
65000,-34.3160859375,-1766.307625,-442508.448,-5996863.488,-8564625.92,0.0001,mfvi,1,100,0.25
70000,-31.00864453125,-1772.830125,-446566.944,-6000838.656,-8431304.192,0.0001,mfvi,1,100,0.25
75000,-44.83921875,-1739.584625,-450834.112,-6005329.92,-8309486.08,0.0001,mfvi,1,100,0.25
80000,-29.825146484375,-1777.029625,-454844.064,-6004953.6,-8234067.456,0.0001,mfvi,1,100,0.25
85000,-44.8818125,-1737.887125,-459879.52,-6014579.2,-8123448.32,0.0001,mfvi,1,100,0.25
90000,-27.800884765625,-1788.226125,-465490.848,-6028875.776,-8010430.464,0.0001,mfvi,1,100,0.25
95000,-25.396875,-1794.895375,-470466.176,-6040420.352,-7898778.112,0.0001,mfvi,1,100,0.25
100000,-22.04545703125,-1816.12075,-475055.072,-6051934.72,-7773041.152,0.0001,mfvi,1,100,0.25
