ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0.8895595092773437,0.8381319580078125,0.7794356689453125,-3.8115439453125,-28.958970703125,1,mfvi,0,1000,1.0
