epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-4.467113494873047,1,sbvi,0,4
500,-6.120720386505127,1,sbvi,0,4
1000,-4.810075759887695,1,sbvi,0,4
1500,-3.2083535194396973,1,sbvi,0,4
2000,-3.515141725540161,1,sbvi,0,4
2500,-1.4914153814315796,1,sbvi,0,4
3000,-2.8266358375549316,1,sbvi,0,4
3500,-1.4884097576141357,1,sbvi,0,4
4000,-1.4190559387207031,1,sbvi,0,4
4500,-2.673729181289673,1,sbvi,0,4
5000,-3.0783987045288086,1,sbvi,0,4
5500,-1.6948949098587036,1,sbvi,0,4
6000,-1.4863924980163574,1,sbvi,0,4
6500,-1.4115633964538574,1,sbvi,0,4
7000,-1.5088635683059692,1,sbvi,0,4
7500,-2.0670955181121826,1,sbvi,0,4
8000,-1.1598562002182007,1,sbvi,0,4
8500,-1.3079217672348022,1,sbvi,0,4
9000,-1.0620373487472534,1,sbvi,0,4
9500,-3.818718433380127,1,sbvi,0,4
10000,-1.4996137619018555,1,sbvi,0,4
10500,-0.742152988910675,1,sbvi,0,4
11000,-1.3682518005371094,1,sbvi,0,4
11500,-0.9232470989227295,1,sbvi,0,4
12000,-3.919236898422241,1,sbvi,0,4
12500,-2.173764705657959,1,sbvi,0,4
13000,-2.0456137657165527,1,sbvi,0,4
13500,-1.1752264499664307,1,sbvi,0,4
14000,-2.066096305847168,1,sbvi,0,4
14500,-1.1049773693084717,1,sbvi,0,4
15000,-2.0514211654663086,1,sbvi,0,4
15500,-0.695518970489502,1,sbvi,0,4
16000,-1.3866440057754517,1,sbvi,0,4
16500,-0.024988025426864624,1,sbvi,0,4
17000,-0.44954434037208557,1,sbvi,0,4
17500,0.13864341378211975,1,sbvi,0,4
18000,0.033258795738220215,1,sbvi,0,4
18500,-1.3713337182998657,1,sbvi,0,4
19000,-0.7930248975753784,1,sbvi,0,4
19500,-0.27771449089050293,1,sbvi,0,4
