epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-1442.8014154124726,1,mfvi,0,4
500,-720.0109183162257,1,mfvi,0,4
1000,-1118.4662073606448,1,mfvi,0,4
1500,-553.2565741923657,1,mfvi,0,4
2000,-2042.155442616354,1,mfvi,0,4
2500,-1377.711232221952,1,mfvi,0,4
3000,-2424.78086693133,1,mfvi,0,4
3500,-159.9009748460798,1,mfvi,0,4
4000,-1298.746510785432,1,mfvi,0,4
4500,-66.62125161402336,1,mfvi,0,4
5000,-538.9924045729837,1,mfvi,0,4
5500,-930.7234541830036,1,mfvi,0,4
6000,-304.07969541656223,1,mfvi,0,4
6500,-1973.0208786426742,1,mfvi,0,4
7000,-964.648362420902,1,mfvi,0,4
7500,-958.7413046502837,1,mfvi,0,4
8000,-570.653162170869,1,mfvi,0,4
8500,-317.0339365515215,1,mfvi,0,4
9000,-298.310862696537,1,mfvi,0,4
9500,-170.24931271297027,1,mfvi,0,4
10000,-250.54532566481512,1,mfvi,0,4
10500,-793.0948146354401,1,mfvi,0,4
11000,-457.01319848269014,1,mfvi,0,4
11500,-251.9358203274533,1,mfvi,0,4
