epoch,ood_ll_var_1,temperature,posterior_type,seed,n_train,frequency
999,-229.4503723991483,0.01,sbvi,0,4,0.25
1999,-204.4296026318781,0.01,sbvi,0,4,0.25
2999,-204.9527232368311,0.01,sbvi,0,4,0.25
3999,-205.72053666498834,0.01,sbvi,0,4,0.25
