epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-20562116.0,0.001,sbvi,0,64
10000,-37.79608154296875,0.001,sbvi,0,64
20000,-62.32876205444336,0.001,sbvi,0,64
30000,-43.818077087402344,0.001,sbvi,0,64
