epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-116.8820571899414,1,mfvi,0,4
500,0.9848176836967468,1,mfvi,0,4
1000,1.0507407188415527,1,mfvi,0,4
1500,1.016787052154541,1,mfvi,0,4
2000,0.9568238258361816,1,mfvi,0,4
2500,0.9599575996398926,1,mfvi,0,4
3000,0.7898198366165161,1,mfvi,0,4
3500,0.9990118741989136,1,mfvi,0,4
4000,0.837354838848114,1,mfvi,0,4
4500,0.8005355596542358,1,mfvi,0,4
5000,0.8003894090652466,1,mfvi,0,4
5500,0.8819476366043091,1,mfvi,0,4
6000,0.8618017435073853,1,mfvi,0,4
6500,0.9230605363845825,1,mfvi,0,4
7000,0.9071356654167175,1,mfvi,0,4
