epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train,frequency
0,-37266.64,1,mfvi,0,512,2
10000,-2.701265869140625,1,mfvi,0,512,2
20000,-2.9896572265625,1,mfvi,0,512,2
30000,-5.156900390625,1,mfvi,0,512,2
0,-20170.166,0.001,sbvi,0,512,2
10000,-2.413763427734375,0.001,sbvi,0,512,2
20000,-1.6565526123046874,0.001,sbvi,0,512,2
30000,-0.8271798706054687,0.001,sbvi,0,512,2
