epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-113.71784621059085,-2689.392986136918,1,sbvi,0,64,1
19999,-136.7557099950912,-4087.2939371847224,1,sbvi,0,64,1
