epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-10794.256151994035,1,sbvi,0,64,1
1,-11489.866138252963,1,sbvi,0,64,1
2,-13451.727233326988,1,sbvi,0,64,1
3,-12668.380364175771,1,sbvi,0,64,1
4,-13668.386075713861,1,sbvi,0,64,1
5,-7979.945097109334,1,sbvi,0,64,1
6,-15037.48584879604,1,sbvi,0,64,1
7,-13597.028725011241,1,sbvi,0,64,1
8,-10564.502395858239,1,sbvi,0,64,1
9,-6170.669918464568,1,sbvi,0,64,1
10,-2949.5866653822227,1,sbvi,0,64,1
11,-4829.7606700120605,1,sbvi,0,64,1
12,-1364.5826491866965,1,sbvi,0,64,1
13,-1681.4137775675013,1,sbvi,0,64,1
14,-1663.7716600650883,1,sbvi,0,64,1
15,-1500.324309523404,1,sbvi,0,64,1
16,-1381.0252229666057,1,sbvi,0,64,1
17,-396.44153944615266,1,sbvi,0,64,1
18,-847.2133686243258,1,sbvi,0,64,1
19,-430.58925573555007,1,sbvi,0,64,1
