epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-212.49815625,1,mfvi,0,1000
10000,-60.35641015625,1,mfvi,0,1000
20000,-2.085294921875,1,mfvi,0,1000
30000,0.8912235107421875,1,mfvi,0,1000
40000,0.8912581787109375,1,mfvi,0,1000
50000,0.8912354125976563,1,mfvi,0,1000
60000,0.8912724609375,1,mfvi,0,1000
70000,0.891309326171875,1,mfvi,0,1000
80000,0.891252685546875,1,mfvi,0,1000
90000,0.891304931640625,1,mfvi,0,1000
100000,0.8912803955078125,1,mfvi,0,1000
110000,0.891251953125,1,mfvi,0,1000
120000,0.89127392578125,1,mfvi,0,1000
130000,0.8912713623046875,1,mfvi,0,1000
140000,0.8914729614257813,1,mfvi,0,1000
150000,0.8913936157226563,1,mfvi,0,1000
160000,0.8913336791992188,1,mfvi,0,1000
170000,0.8911575927734375,1,mfvi,0,1000
180000,0.891279052734375,1,mfvi,0,1000
190000,0.8913992309570312,1,mfvi,0,1000
200000,0.8912892456054687,1,mfvi,0,1000
210000,0.8913357543945313,1,mfvi,0,1000
220000,0.8913138427734375,1,mfvi,0,1000
230000,0.8914296875,1,mfvi,0,1000
240000,0.8913218994140625,1,mfvi,0,1000
250000,0.8913743896484375,1,mfvi,0,1000
260000,0.89122021484375,1,mfvi,0,1000
270000,0.891197998046875,1,mfvi,0,1000
280000,0.891263671875,1,mfvi,0,1000
290000,0.8912416381835937,1,mfvi,0,1000
300000,0.8913043212890625,1,mfvi,0,1000
310000,0.8912923583984375,1,mfvi,0,1000
320000,0.891271240234375,1,mfvi,0,1000
330000,0.891185546875,1,mfvi,0,1000
