epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-167481.546875,1,mfvi,0,4
500,-7.73813009262085,1,mfvi,0,4
1000,-0.01714317873120308,1,mfvi,0,4
1500,-9.179544448852539,1,mfvi,0,4
2000,-6.682873725891113,1,mfvi,0,4
2500,-7.28668737411499,1,mfvi,0,4
3000,-5.486268043518066,1,mfvi,0,4
3500,-7.455320835113525,1,mfvi,0,4
4000,-5.037158012390137,1,mfvi,0,4
4500,-4.385436534881592,1,mfvi,0,4
5000,-5.772271633148193,1,mfvi,0,4
5500,-1.139246940612793,1,mfvi,0,4
6000,-1.680508017539978,1,mfvi,0,4
