epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-313740.672,-333555.712,-239774.896,-271865.76,-271134.88,0.0001,mfvi,1,10,8
5000,-798.8934375,-806.5045,-4400.432,-12706.216,-16288.561,0.0001,mfvi,1,10,8
10000,-813.627125,-788.7733125,-4548.7195,-12721.999,-15729.923,0.0001,mfvi,1,10,8
15000,-817.4204375,-768.7235,-4515.089,-12729.062,-15474.193,0.0001,mfvi,1,10,8
20000,-796.709625,-741.0289375,-4451.884,-12567.521,-15627.532,0.0001,mfvi,1,10,8
25000,-788.0503125,-718.8651875,-4379.2345,-12124.726,-15603.732,0.0001,mfvi,1,10,8
30000,-742.225125,-669.7705,-4304.0105,-11615.313,-14500.799,0.0001,mfvi,1,10,8
35000,-708.5015625,-631.3449375,-4227.931,-11307.148,-14023.509,0.0001,mfvi,1,10,8
40000,-707.785875,-619.9879375,-4176.23925,-11639.475,-13072.979,0.0001,mfvi,1,10,8
45000,-688.0275,-595.7343125,-4134.17575,-11983.591,-14926.302,0.0001,mfvi,1,10,8
50000,-644.708875,-559.09225,-4094.51225,-11780.754,-14881.48,0.0001,mfvi,1,10,8
55000,-648.44925,-552.0353125,-4072.2775,-11891.434,-14033.687,0.0001,mfvi,1,10,8
60000,-658.866,-552.3138125,-4035.422,-11968.109,-13612.511,0.0001,mfvi,1,10,8
65000,-655.451,-546.20525,-4003.307,-12026.736,-13252.223,0.0001,mfvi,1,10,8
70000,-641.1233125,-535.6855625,-3976.352,-12120.041,-14079.205,0.0001,mfvi,1,10,8
75000,-661.126375,-551.3650625,-3969.14975,-11996.961,-14415.419,0.0001,mfvi,1,10,8
80000,-637.5238125,-540.7294375,-3969.042,-11884.527,-13826.426,0.0001,mfvi,1,10,8
85000,-616.8371875,-529.408,-3960.559,-11600.377,-13020.61,0.0001,mfvi,1,10,8
90000,-581.9075625,-510.91475,-3940.97025,-11482.242,-11931.331,0.0001,mfvi,1,10,8
95000,-547.713375,-489.0834375,-3928.7345,-11335.132,-11360.473,0.0001,mfvi,1,10,8
100000,-561.309125,-503.82209375,-3916.3765,-11217.985,-11775.16,0.0001,mfvi,1,10,8
