epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-400321.0736946004,-2738755.1493939036,1,mfvi,0,64,1
19999,-279174.42482815176,-1645350.3535892472,1,mfvi,0,64,1
29999,-197610.79118381607,-1179851.620386357,1,mfvi,0,64,1
30000,-203550.89643751673,-1189062.2827793045,1,mfvi,0,64,1
