val_ll,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type
0.6223767852783203,0.4854058837890625,0.5203211669921874,0.4074819030761719,-1043.6749375,-527543.264,0.1,mfvi
