epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train,frequency
0,-27186.932,0.01,mfvi,0,100,0.5
10000,-9.1948466796875,0.01,mfvi,0,100,0.5
20000,-2.54114892578125,0.01,mfvi,0,100,0.5
30000,-2.742552001953125,0.01,mfvi,0,100,0.5
40000,-2.0008394775390625,0.01,mfvi,0,100,0.5
50000,-1.5845435791015625,0.01,mfvi,0,100,0.5
60000,-0.6356650390625,0.01,mfvi,0,100,0.5
70000,-0.19347579956054686,0.01,mfvi,0,100,0.5
80000,-0.03416911697387695,0.01,mfvi,0,100,0.5
90000,-0.43165771484375,0.01,mfvi,0,100,0.5
100000,0.06539469909667969,0.01,mfvi,0,100,0.5
