epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-58.50653720126251,0.001,sbvi,0,50,4
500,-24.86727492185801,0.001,sbvi,0,50,4
1000,-20.102299710245983,0.001,sbvi,0,50,4
1500,-4.2856741014258875,0.001,sbvi,0,50,4
2000,-3.8471796303287364,0.001,sbvi,0,50,4
2500,-3.6374795615561277,0.001,sbvi,0,50,4
3000,-3.7668033577729876,0.001,sbvi,0,50,4
3500,-4.13318635708552,0.001,sbvi,0,50,4
4000,-4.230476385447691,0.001,sbvi,0,50,4
4500,-4.571687191087956,0.001,sbvi,0,50,4
5000,-4.896231534554565,0.001,sbvi,0,50,4
5500,-5.276865320976729,0.001,sbvi,0,50,4
6000,-5.171155390983891,0.001,sbvi,0,50,4
6500,-5.9753580208070085,0.001,sbvi,0,50,4
7000,-5.583344347830434,0.001,sbvi,0,50,4
7500,-6.088267426643065,0.001,sbvi,0,50,4
8000,-6.291576883862892,0.001,sbvi,0,50,4
8500,-6.401824492157506,0.001,sbvi,0,50,4
9000,-6.43837244816512,0.001,sbvi,0,50,4
9500,-6.383307582270185,0.001,sbvi,0,50,4
10000,-6.339032178588601,0.001,sbvi,0,50,4
10500,-6.437151089730072,0.001,sbvi,0,50,4
11000,-6.487294533899249,0.001,sbvi,0,50,4
11500,-6.424091126759658,0.001,sbvi,0,50,4
12000,-6.539122741710727,0.001,sbvi,0,50,4
12500,-6.510498570539542,0.001,sbvi,0,50,4
13000,-6.630695579431958,0.001,sbvi,0,50,4
13500,-6.617553279000793,0.001,sbvi,0,50,4
14000,-6.573219018589262,0.001,sbvi,0,50,4
14500,-6.860409504296905,0.001,sbvi,0,50,4
15000,-6.775974221712571,0.001,sbvi,0,50,4
15500,-5.892465801967358,0.001,sbvi,0,50,4
16000,-5.906484683941768,0.001,sbvi,0,50,4
16500,-6.1432068984396695,0.001,sbvi,0,50,4
17000,-6.1424077926810075,0.001,sbvi,0,50,4
17500,-6.1715117686082435,0.001,sbvi,0,50,4
18000,-6.43408221426489,0.001,sbvi,0,50,4
18500,-6.232690096229321,0.001,sbvi,0,50,4
19000,-6.118575619061372,0.001,sbvi,0,50,4
19500,-5.744288472140383,0.001,sbvi,0,50,4
20000,-5.820809306384957,0.001,sbvi,0,50,4
20500,-5.863716025192734,0.001,sbvi,0,50,4
21000,-5.935640653304878,0.001,sbvi,0,50,4
21500,-5.650033643022236,0.001,sbvi,0,50,4
22000,-5.826229815120028,0.001,sbvi,0,50,4
22500,-5.677696617935271,0.001,sbvi,0,50,4
23000,-5.750785369930045,0.001,sbvi,0,50,4
23500,-5.753932847675211,0.001,sbvi,0,50,4
24000,-5.947652150680296,0.001,sbvi,0,50,4
24500,-5.742877718590816,0.001,sbvi,0,50,4
25000,-5.571723933617536,0.001,sbvi,0,50,4
25500,-5.616788447460593,0.001,sbvi,0,50,4
26000,-5.367640966823912,0.001,sbvi,0,50,4
26500,-5.628638852324618,0.001,sbvi,0,50,4
27000,-5.360573861869835,0.001,sbvi,0,50,4
27500,-5.561878206168116,0.001,sbvi,0,50,4
28000,-5.5277871790652044,0.001,sbvi,0,50,4
28500,-5.571709847974184,0.001,sbvi,0,50,4
29000,-5.233402815797979,0.001,sbvi,0,50,4
29500,-5.362260504854515,0.001,sbvi,0,50,4
30000,-5.414520214407692,0.001,sbvi,0,50,4
30500,-5.2985402009435525,0.001,sbvi,0,50,4
31000,-4.922882128751043,0.001,sbvi,0,50,4
31500,-5.175266705850415,0.001,sbvi,0,50,4
32000,-4.86190393005917,0.001,sbvi,0,50,4
32500,-5.101817391301898,0.001,sbvi,0,50,4
33000,-5.0325840881618555,0.001,sbvi,0,50,4
33500,-5.010350460441071,0.001,sbvi,0,50,4
34000,-5.04068272501198,0.001,sbvi,0,50,4
34500,-5.251143626481632,0.001,sbvi,0,50,4
35000,-5.013000743996528,0.001,sbvi,0,50,4
35500,-4.941525051373389,0.001,sbvi,0,50,4
36000,-4.944389767894066,0.001,sbvi,0,50,4
36500,-4.849942168787021,0.001,sbvi,0,50,4
37000,-4.920798755314709,0.001,sbvi,0,50,4
37500,-4.864198863791093,0.001,sbvi,0,50,4
38000,-4.722847224910176,0.001,sbvi,0,50,4
38500,-4.717652882407323,0.001,sbvi,0,50,4
39000,-4.667372231469425,0.001,sbvi,0,50,4
39500,-4.67008107642092,0.001,sbvi,0,50,4
40000,-4.553272000474463,0.001,sbvi,0,50,4
40500,-4.591430046273467,0.001,sbvi,0,50,4
41000,-4.59586798510154,0.001,sbvi,0,50,4
41500,-4.532642322163311,0.001,sbvi,0,50,4
42000,-4.437569374453561,0.001,sbvi,0,50,4
42500,-4.571212532224012,0.001,sbvi,0,50,4
43000,-4.534564415282241,0.001,sbvi,0,50,4
43500,-4.343510031070243,0.001,sbvi,0,50,4
44000,-4.396619500369894,0.001,sbvi,0,50,4
44500,-4.481439274462791,0.001,sbvi,0,50,4
45000,-4.34911090346333,0.001,sbvi,0,50,4
45500,-4.379339093454242,0.001,sbvi,0,50,4
46000,-4.465948984794945,0.001,sbvi,0,50,4
46500,-4.514841318182642,0.001,sbvi,0,50,4
47000,-4.341986260135134,0.001,sbvi,0,50,4
