epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-2497.311119514689,1,sbvi,0,128,1
500,-30.4722272423522,1,sbvi,0,128,1
1000,-32.729531973933454,1,sbvi,0,128,1
1500,-29.118536190355197,1,sbvi,0,128,1
2000,-30.467183570913484,1,sbvi,0,128,1
2500,-29.57519928213534,1,sbvi,0,128,1
3000,-29.43131062375653,1,sbvi,0,128,1
3500,-28.70095566782527,1,sbvi,0,128,1
4000,-29.693227045660997,1,sbvi,0,128,1
4500,-28.821529666351307,1,sbvi,0,128,1
5000,-29.69399437398484,1,sbvi,0,128,1
5500,-29.322860222241914,1,sbvi,0,128,1
6000,-29.160126213539893,1,sbvi,0,128,1
6500,-29.13805322387775,1,sbvi,0,128,1
7000,-28.72203396907563,1,sbvi,0,128,1
7500,-29.113507257362468,1,sbvi,0,128,1
8000,-29.27012773069967,1,sbvi,0,128,1
8500,-29.443903581360793,1,sbvi,0,128,1
9000,-29.826088383203693,1,sbvi,0,128,1
9500,-28.73857633442011,1,sbvi,0,128,1
10000,-29.845426305804075,1,sbvi,0,128,1
10500,-30.338862019862326,1,sbvi,0,128,1
11000,-30.628037367282925,1,sbvi,0,128,1
11500,-29.323481390560534,1,sbvi,0,128,1
12000,-28.34363362917146,1,sbvi,0,128,1
12500,-29.160832707898358,1,sbvi,0,128,1
13000,-27.470633263352354,1,sbvi,0,128,1
13500,-25.723048492150856,1,sbvi,0,128,1
14000,-25.622399148894225,1,sbvi,0,128,1
14500,-27.358688317312932,1,sbvi,0,128,1
15000,-25.64685831213105,1,sbvi,0,128,1
15500,-27.92597310340681,1,sbvi,0,128,1
16000,-28.259173365368678,1,sbvi,0,128,1
16500,-25.46003670240367,1,sbvi,0,128,1
17000,-24.502846861477316,1,sbvi,0,128,1
17500,-26.946329012137596,1,sbvi,0,128,1
18000,-25.80711950108973,1,sbvi,0,128,1
18500,-24.055617371005436,1,sbvi,0,128,1
19000,-29.119332304755453,1,sbvi,0,128,1
19500,-27.136942896978148,1,sbvi,0,128,1
20000,-24.193997016592007,1,sbvi,0,128,1
20500,-28.54092616980045,1,sbvi,0,128,1
21000,-27.3040141543432,1,sbvi,0,128,1
21500,-24.12977978786933,1,sbvi,0,128,1
22000,-25.412306707125317,1,sbvi,0,128,1
22500,-25.959747278425326,1,sbvi,0,128,1
23000,-24.146009824220492,1,sbvi,0,128,1
23500,-27.797720977496787,1,sbvi,0,128,1
24000,-29.37835585721671,1,sbvi,0,128,1
