epoch,ood_ll_iid_with_gap,ood_ll_ood_no_gap,temperature,posterior_type,seed,n_train,frequency
9999,-304.3150633766278,-13612.46559120137,1,sbvi,0,64,1
19999,-240.85738218435455,-9556.512833994215,1,sbvi,0,64,1
29999,-110.56524894877307,-7419.963367933974,1,sbvi,0,64,1
30000,-138.91480228603615,-7530.2701615718515,1,sbvi,0,64,1
