epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
0,-1691.3866921480628,0.01,sbvi,0,50,4
500,-755.1353507398173,0.01,sbvi,0,50,4
1000,-321.96701216804814,0.01,sbvi,0,50,4
1500,-113.5945168587032,0.01,sbvi,0,50,4
2000,-41.55163470014514,0.01,sbvi,0,50,4
2500,-29.539224327786187,0.01,sbvi,0,50,4
3000,-28.401490306924583,0.01,sbvi,0,50,4
3500,-29.44315592475762,0.01,sbvi,0,50,4
4000,-28.778693650569515,0.01,sbvi,0,50,4
4500,-27.470272371654907,0.01,sbvi,0,50,4
5000,-27.384678545935234,0.01,sbvi,0,50,4
5500,-27.604581065675827,0.01,sbvi,0,50,4
6000,-26.813782228423975,0.01,sbvi,0,50,4
6500,-27.04706589641861,0.01,sbvi,0,50,4
7000,-26.77227765876079,0.01,sbvi,0,50,4
7500,-26.569935937816744,0.01,sbvi,0,50,4
8000,-26.962187027376626,0.01,sbvi,0,50,4
8500,-26.33693450142405,0.01,sbvi,0,50,4
9000,-26.312742602527056,0.01,sbvi,0,50,4
9500,-25.78478132494459,0.01,sbvi,0,50,4
10000,-26.448021293495845,0.01,sbvi,0,50,4
10500,-25.80988394495129,0.01,sbvi,0,50,4
11000,-25.72977819135187,0.01,sbvi,0,50,4
11500,-25.247055398659725,0.01,sbvi,0,50,4
